,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-03,132.15587647941985,132.16562050861145,130.0629600142458,130.3842010498047,89880900,0.0,0.0
2021-02-04,132.68157041122387,133.75235918193923,131.01696020484349,133.7426300048828,84183100,0.0,0.0
2021-02-05,133.90346870595903,133.97170445351236,132.45085206919504,133.32826232910156,75693800,0.205,0.0
2021-02-08,132.6165797613071,133.52325088194496,131.53443254526087,133.47450256347656,71297200,0.0,0.0
2021-02-09,133.19181617617053,134.42020876203873,132.44114834692132,132.5971221923828,76774200,0.0,0.0
2021-02-10,133.05532098310047,133.55253314014962,131.02751236689184,131.99267578125,73046600,0.0,0.0
2021-02-11,132.4898338171174,132.9675435248031,130.41329236021338,131.73916625976562,64280000,0.0,0.0
2021-02-12,130.97873504321333,132.12911793128706,130.33529298247856,131.97312927246094,60145100,0.0,0.0
2021-02-16,132.0901434978276,132.5970843838598,129.4578829220419,129.8478546142578,80576300,0.0,0.0
2021-02-17,127.95652384973054,128.9021846827299,126.22119084968794,127.55680847167969,97918500,0.0,0.0
2021-02-18,125.95795008148971,126.73787846259268,124.21287353113004,126.45516204833984,96856700,0.0,0.0
2021-02-19,126.9718859638425,127.43009341839543,125.56801758188449,126.61116027832031,87668800,0.0,0.0
2021-02-22,124.7978296513902,126.46492703235708,122.44830783858197,122.83827209472656,103916400,0.0,0.0
2021-02-23,120.65447173544518,123.53044391763328,115.41921936454152,122.70177459716797,158273000,0.0,0.0
2021-02-24,121.80488184514299,122.40931941932189,119.16288479188184,122.20458984375,111039900,0.0,0.0
2021-02-25,121.55140392768223,123.28673718148006,117.51528958023444,117.95399475097656,148199500,0.0,0.0
2021-02-26,119.51383705660506,121.71712880247114,118.15871701805524,118.21721649169922,164560400,0.0,0.0
2021-03-01,120.64473383419431,124.71984514122286,119.70882406427694,124.58335876464844,116307900,0.0,0.0
2021-03-02,125.18779108060667,125.49000982131201,121.87310633209226,121.9803466796875,102260900,0.0,0.0
2021-03-03,121.67814867049456,122.55556651851715,118.78267349099536,118.99715423583984,112966300,0.0,0.0
2021-03-04,118.6949297486631,120.49850624904042,115.64347345208853,117.1155776977539,178155000,0.0,0.0
2021-03-05,117.94423786319923,118.88014757741405,114.61980182519049,118.3731918334961,153766600,0.0,0.0
2021-03-08,117.89548670485603,117.96372988743823,113.29392514231552,113.4401626586914,154376600,0.0,0.0
2021-03-09,116.04317714685729,118.99714411910483,115.80920155325997,118.05148315429688,129525800,0.0,0.0
2021-03-10,118.63642743151894,119.10437859558475,116.45263053937967,116.9693374633789,111943300,0.0,0.0
2021-03-11,119.46508305774302,120.11826884445411,118.21720351359382,118.8996353149414,103026500,0.0,0.0
2021-03-12,117.37879987716553,118.12947496626138,116.16991732521446,117.99298858642578,88105100,0.0,0.0
2021-03-15,118.36345366505867,120.8884590376453,117.39829045128926,120.87870788574219,92403800,0.0,0.0
2021-03-16,122.545787336103,124.02764990448209,121.59038279407473,122.41905212402344,115227900,0.0,0.0
2021-03-17,120.93720389555035,122.7017830040472,119.27010655149442,121.62938690185547,111932600,0.0,0.0
2021-03-18,119.79655333524822,120.08902837100626,117.30079413178964,117.50552368164062,121229700,0.0,0.0
2021-03-19,116.8913345232248,118.38294083560933,116.67685382299581,116.97907257080078,185549500,0.0,0.0
2021-03-22,117.31056434336112,120.76173611147584,117.24232114898952,120.29377746582031,111912300,0.0,0.0
2021-03-23,120.23525752640757,121.12241884739223,119.07511605332517,119.46508026123047,95467100,0.0,0.0
2021-03-24,119.73808337691133,119.8160777258849,117.05708899403655,117.07658386230469,88530500,0.0,0.0
2021-03-25,116.54036291521213,118.60716806474952,116.01391233642575,117.56401062011719,98844700,0.0,0.0
2021-03-26,117.33002897963378,118.4316783965719,115.9359119927255,118.16844940185547,94071200,0.0,0.0
2021-03-29,118.59742624167248,119.50408995901205,117.70051367598907,118.34394836425781,80819200,0.0,0.0
2021-03-30,117.09609465369766,117.3788186107511,115.87746075499375,116.89136505126953,85671900,0.0,0.0
2021-03-31,118.59743117177423,120.42050239594532,118.10997769999379,119.08488464355469,118323800,0.0,0.0
2021-04-01,120.5570011392304,121.06394949790783,119.41635431579364,119.91355895996094,75089100,0.0,0.0
2021-04-05,120.7617238181442,122.99426157524732,119.98179530076379,122.74078369140625,88651200,0.0,0.0
2021-04-06,123.32573845569713,123.9399272027551,122.49706897342678,123.04301452636719,80171300,0.0,0.0
2021-04-07,122.67254799737614,124.71010003062226,121.99985979599343,124.69060516357422,83466700,0.0,0.0
2021-04-08,125.71425994840894,127.11812846744388,125.29505706125592,127.08888244628906,88844600,0.0,0.0
2021-04-09,126.54294370866688,129.70163317095958,126.22122258271084,129.6626434326172,106686700,0.0,0.0
2021-04-12,129.19467229997423,129.5163933763926,127.35209877205047,127.94679260253906,91420000,0.0,0.0
2021-04-13,129.11667689697725,131.28097148351077,128.61946483937675,131.05673217773438,91266500,0.0,0.0
2021-04-14,131.55393195001986,131.6124239805342,128.35623869078685,128.71694946289062,87222800,0.0,0.0
2021-04-15,130.46205515581354,131.61243821608534,130.286564169391,131.12498474121094,89347100,0.0,0.0
2021-04-16,130.93000444237106,131.29071524829968,129.9355952026849,130.79351806640625,84922400,0.0,0.0
2021-04-19,130.15982336917756,132.07064756343885,129.99409097045535,131.45645141601562,94264200,0.0,0.0
2021-04-20,131.63192734239016,132.12912448166279,128.5024698015972,129.7698516845703,94812300,0.0,0.0
2021-04-21,129.03866179917034,130.39378162626917,128.00526299408884,130.15005493164062,68847100,0.0,0.0
2021-04-22,129.7016154150474,130.78376273570044,128.11252718583415,128.6292266845703,84566500,0.0,0.0
2021-04-23,128.8437210981472,131.72943767595572,128.8437210981472,130.94952392578125,78657500,0.0,0.0
2021-04-26,131.44673317968144,131.67095765954295,130.20859693053708,131.33949279785156,66905100,0.0,0.0
2021-04-27,131.62218352757128,132.01215523774303,130.7447732125093,131.0177459716797,66015800,0.0,0.0
2021-04-28,130.9397817179312,131.6319723651053,129.7406500448948,130.2281036376953,107760100,0.0,0.0
2021-04-29,133.04556205861587,133.63051222031285,129.12643167740748,130.13058471679688,151101000,0.0,0.0
2021-04-30,128.4732632121358,130.20859675143018,127.78108746519726,128.1613006591797,109839500,0.0,0.0
2021-05-03,128.7266884414814,130.7057629484472,128.52196634221076,129.21414184570312,75135100,0.0,0.0
2021-05-04,127.89803078882261,128.19050581616014,123.52069371953515,124.64183807373047,137564700,0.0,0.0
2021-05-05,125.95797834787251,127.17661206810328,124.75884693241741,124.88558959960938,84000900,0.0,0.0
2021-05-06,124.6808672259151,126.49419500952703,123.9399357544084,126.48445129394531,78128300,0.0,0.0
2021-05-07,127.78327149877356,128.1836509944488,126.44537008751145,127.15827178955078,78973300,0.22,0.0
2021-05-10,126.3770049216638,126.50394796231055,123.83793549239249,123.87699890136719,88071200,0.0,0.0
2021-05-11,120.60551762571262,123.3105935686965,119.89262343355486,122.95903778076172,126142800,0.0,0.0
2021-05-12,120.50787096501224,121.71880695136791,119.38482206893003,119.89263153076172,112172300,0.0,0.0
2021-05-13,121.66019487769238,123.19339816893378,121.34769508108849,122.04105377197266,105861300,0.0,0.0
2021-05-14,123.29107148009538,124.89263410961189,122.90044481301196,124.46294403076172,81918000,0.0,0.0
2021-05-17,123.8477128828965,123.95513540332345,122.2363825270762,123.31060028076172,74244600,0.0,0.0
2021-05-18,123.59378779578954,124.01371010532826,121.85550717277253,121.92386627197266,63342900,0.0,0.0
2021-05-19,120.27347640024111,121.99222154061341,119.98050458396392,121.76761627197266,92612000,0.0,0.0
2021-05-20,122.2949800317053,124.72661966171272,122.1680220813628,124.32622528076172,76857100,0.0,0.0
2021-05-21,124.82428812119076,125.00006976732445,122.27545797754463,122.49030303955078,79295400,0.0,0.0
2021-05-24,123.05669713625909,124.94146389287052,122.98833802904868,124.12114715576172,63092900,0.0,0.0
2021-05-25,124.82427074399982,125.31255964913692,123.35942638033971,123.92583465576172,72009500,0.0,0.0
2021-05-26,123.98442141340175,124.40434374665045,123.45707656811848,123.87699890136719,56575900,0.0,0.0
2021-05-27,123.476627687615,124.6485003034277,122.14850141604893,122.34381103515625,94625600,0.0,0.0
2021-05-28,122.62699835536803,122.85161109201668,121.63090751379944,121.68949890136719,71311100,0.0,0.0
2021-06-01,122.14849423744593,122.41216295280358,121.0352130826755,121.36724090576172,67637100,0.0,0.0
2021-06-02,121.36721900446283,122.30471836295723,121.14261374127888,122.12893676757812,59278900,0.0,0.0
2021-06-03,121.7578580944845,121.92387199310579,120.24418267613345,120.64457702636719,76229200,0.0,0.0
2021-06-04,121.16216229807738,123.20318269390796,120.94731726161271,122.93950653076172,75169300,0.0,0.0
2021-06-07,123.21293321808503,123.3594191359653,121.90434257301015,122.94926452636719,71057600,0.0,0.0
2021-06-08,123.63285881954378,125.44927381859075,123.25199989330952,123.76957702636719,74403800,0.0,0.0
2021-06-09,124.22857085419675,124.75591573650723,123.55474004059155,124.15044403076172,56877900,0.0,0.0
2021-06-10,124.04301097808155,125.1855951846905,122.98832875360279,123.15434265136719,71186400,0.0,0.0
2021-06-11,123.56448373450556,124.45315941450131,123.14456145340759,124.36526489257812,53522400,0.0,0.0
2021-06-14,124.82426738240325,127.4805121651489,124.09184522029778,127.42192077636719,96906500,0.0,0.0
2021-06-15,126.89460305506064,127.53913823394846,126.35749040598746,126.60163116455078,62746300,0.0,0.0
2021-06-16,127.31451546549631,127.82233240549729,125.44929143219892,127.09967041015625,91815000,0.0,0.0
2021-06-17,126.75786702289925,129.44341498990488,126.61137364763495,128.7012176513672,96721700,0.0,0.0
2021-06-18,127.64655315856818,128.42779161848907,127.18756736772201,127.40241241455078,108953300,0.0,0.0
2021-06-21,127.24612385129173,129.30667176152045,126.1816740756951,129.19924926757812,79663300,0.0,0.0
2021-06-22,129.0332571523742,130.93755177411464,128.53520055049577,130.8398895263672,74783600,0.0,0.0
2021-06-23,130.63483384623305,131.17194646480604,130.10748149302736,130.56646728515625,60214200,0.0,0.0
2021-06-24,131.29886767382567,131.48441699311277,129.81448802069463,130.2832489013672,68711000,0.0,0.0
2021-06-25,130.33206780671978,130.7519826258196,129.6972930949088,129.99026489257812,70783700,0.0,0.0
2021-06-28,130.28328339969636,132.08015588124547,130.2246919993891,131.6211700439453,62111300,0.0,0.0
2021-06-29,131.6406714747908,133.29106502927266,131.20122118482706,133.1348114013672,64556100,0.0,0.0
2021-06-30,132.97853765971635,134.18948074107257,132.68556587699877,133.75003051757812,63261400,0.0,0.0
2021-07-01,133.39850004575504,134.11138680082388,132.5781758729055,134.05279541015625,52485800,0.0,0.0
2021-07-02,134.66800143213112,136.71878923106325,134.521522975564,136.6797332763672,78852600,0.0,0.0
2021-07-06,136.78715756035768,139.79495784960233,136.78715756035768,138.6914520263672,108181800,0.0,0.0
2021-07-07,140.17584334226723,141.49420932337944,139.31647805419703,141.1817169189453,104911600,0.0,0.0
2021-07-08,138.26176048175577,140.6836320091057,137.37308477373998,139.8828582763672,105575500,0.0,0.0
2021-07-09,139.404326309902,142.23635219741325,139.30666407881637,141.70901489257812,99890800,0.0,0.0
2021-07-12,142.78324056023274,142.8906630545107,140.62503041198096,141.11331176757812,76299700,0.0,0.0
2021-07-13,140.65435663279786,144.00397520789517,140.2637374239949,142.22662353515625,100827100,0.0,0.0
2021-07-14,144.6289332803385,146.06448155656534,144.2187638575622,145.65431213378906,127050800,0.0,0.0
2021-07-15,145.74225840567044,146.48444087501676,143.64263914576114,145.00006103515625,106820300,0.0,0.0
2021-07-16,144.9805223346472,146.2500420755194,142.46098847923267,142.9590301513672,93251400,0.0,0.0
2021-07-19,140.38092397459488,140.69343127095988,138.34967125172668,139.11138916015625,121434600,0.0,0.0
2021-07-20,140.09774354697396,143.6524324995489,139.60946201556987,142.7246856689453,96350000,0.0,0.0
2021-07-21,142.11920648842988,142.7051502253578,141.24030578420624,141.99224853515625,74993500,0.0,0.0
2021-07-22,142.51957617960753,144.72660272403846,142.39261824833602,143.3594207763672,77338200,0.0,0.0
2021-07-23,144.09184768836266,145.23442440451626,143.47660834075452,145.0781707763672,71447400,0.0,0.0
2021-07-26,144.79499663408214,146.31843249256286,144.23834858516193,145.4981231689453,72434100,0.0,0.0
2021-07-27,145.62506850801552,145.71297050212902,142.13874637735347,143.3301544189453,104818600,0.0,0.0
2021-07-28,141.4160783718357,143.5254579196167,139.19927630353345,141.58209228515625,118931200,0.0,0.0
2021-07-29,141.29889173837356,143.1152993715257,141.1914692207776,142.22662353515625,56699500,0.0,0.0
2021-07-30,140.9961734481876,142.90046835495775,140.7324972607366,142.4414825439453,70440600,0.0,0.0
2021-08-02,142.92974528711127,143.50591381637727,141.8457598823253,142.10943603515625,62880000,0.0,0.0
2021-08-03,142.3926355441965,144.57036666149511,141.77739614243097,143.90631103515625,64786600,0.0,0.0
2021-08-04,143.81842770211748,144.32622969980267,142.8516250314263,143.50592041015625,56368300,0.0,0.0
2021-08-05,143.53523071300444,144.37507551915724,142.74421703883584,143.6133575439453,46397700,0.0,0.0
2021-08-06,143.1341182329051,143.87741265764788,142.42993828378326,142.92872619628906,54126800,0.22,0.0
2021-08-09,142.9873899692901,143.47640294108896,142.3223394909196,142.8798065185547,48908700,0.0,0.0
2021-08-10,143.22212723273427,144.46422440880676,142.1071782098756,142.4005889892578,69023100,0.0,0.0
2021-08-11,142.84071932029642,143.49599503680233,142.33214155394316,142.65489196777344,48493500,0.0,0.0
2021-08-12,142.97761899748718,145.77477386971125,142.6353039384577,145.6182861328125,72282600,0.0,0.0
2021-08-13,145.69652128952967,146.15619466200167,145.01190613589833,145.82366943359375,59375000,0.0,0.0
2021-08-16,145.27597699148956,147.8677548726636,143.25147091055382,147.79928588867188,103296000,0.0,0.0
2021-08-17,146.92886973012176,148.3470047149868,145.8139204751284,146.88975524902344,92229700,0.0,0.0
2021-08-18,146.50831793002382,147.40810018292743,142.93851358506976,143.14390563964844,86326000,0.0,0.0
2021-08-19,141.8431535530235,144.74789286728046,141.32480080622992,143.47645568847656,86960300,0.0,0.0
2021-08-20,144.2001353891238,145.23684041442456,143.55463473897757,144.93365478515625,60549600,0.0,0.0
2021-08-23,145.05102753102452,146.8897211086949,144.6402584192349,146.42027282714844,60131800,0.0,0.0
2021-08-24,146.16596700294957,147.5449870963477,145.87255624979176,146.3322296142578,48606400,0.0,0.0
2021-08-25,146.51806444524348,147.01686722827083,144.55223766808206,145.0999298095703,58991300,0.0,0.0
2021-08-26,145.09015667605945,145.8432259179612,144.2686035304066,144.29794311523438,48597200,0.0,0.0
2021-08-27,144.23928688537814,145.48138422676655,143.60357588168407,145.33468627929688,55802400,0.0,0.0
2021-08-30,145.72590781427007,150.11725094569553,145.34447818270277,149.75537109375,90956700,0.0,0.0
2021-08-31,149.3054461965621,149.44236923362013,147.96554048732443,148.49368286132812,86453100,0.0,0.0
2021-09-01,149.4717585326363,151.57450907043452,148.99252028179305,149.15878295898438,80313700,0.0,0.0
2021-09-02,150.4888943859777,151.32022266828497,149.05119460389105,150.2737274169922,71115500,0.0,0.0
2021-09-03,150.38129660470707,151.23218950970838,149.7260208700016,150.90943908691406,57808700,0.0,0.0
2021-09-07,151.5647115758547,153.80438486222874,150.99745462583329,153.24691772460938,82278300,0.0,0.0
2021-09-08,153.53054912098804,153.58922830539066,150.59647051289338,151.70164489746094,74420200,0.0,0.0
2021-09-09,152.07324314334025,152.6796143882617,150.5670749934843,150.6844482421875,57305700,0.0,0.0
2021-09-10,151.59401286380336,152.06346111215902,145.43244677560867,145.69651794433594,140893200,0.0,0.0
2021-09-13,147.3200945733119,148.09272872223804,145.48140050070867,146.26382446289062,102404300,0.0,0.0
2021-09-14,147.0462435219262,147.75042357206001,143.6818310431746,144.865234375,109296300,0.0,0.0
2021-09-15,145.29554507646444,146.1562127610325,143.15366567640987,145.75521850585938,83281300,0.0,0.0
2021-09-16,145.17816193712628,145.6965144522282,143.98496918672433,145.5204620361328,68034100,0.0,0.0
2021-09-17,145.54984051172312,145.54984051172312,142.55706833315722,142.85047912597656,129868800,0.0,0.0
2021-09-20,140.64014472255653,141.6572852174671,138.16574008474763,139.79904174804688,123478900,0.0,0.0
2021-09-21,140.7672722677942,141.42256280767091,139.642548359155,140.27825927734375,75834000,0.0,0.0
2021-09-22,141.27586560496235,143.21235308306478,140.54234603803783,142.64511108398438,76404300,0.0,0.0
2021-09-23,143.4275394388265,143.84809847436335,142.4397383273961,143.6035919189453,64838200,0.0,0.0
2021-09-24,142.45925161579112,144.22947605037112,142.36144305952544,143.69155883789062,53477900,0.0,0.0
2021-09-27,142.27343722725323,142.7526753188713,140.65970036682202,142.17562866210938,74150700,0.0,0.0
2021-09-28,140.10222299723426,141.5692619814985,138.57650484135823,138.7916717529297,108972300,0.0,0.0
2021-09-29,139.33934685752757,141.27583390106034,138.909013087078,139.69143676757812,74602000,0.0,0.0
2021-09-30,140.50324137590155,141.20742140322028,138.17553434540375,138.3907012939453,89056700,0.0,0.0
2021-10-01,138.78186147541723,139.77945201617703,136.05317593342988,139.515380859375,94639600,0.0,0.0
2021-10-04,138.64495809209728,139.08508172360442,135.23165695964403,136.08253479003906,98322000,0.0,0.0
2021-10-05,136.42486459550415,139.11443634160335,136.29771642835235,138.00926208496094,80861100,0.0,0.0
2021-10-06,136.40530997052016,139.02641292068202,135.32947522321794,138.8797149658203,83221100,0.0,0.0
2021-10-07,139.91640035654444,141.0509141240026,139.5838750906148,140.14134216308594,61732700,0.0,0.0
2021-10-08,140.86506167895476,141.0117595867435,139.4273624886646,139.7598876953125,58773200,0.0,0.0
2021-10-11,139.1437779877816,141.62795772548145,138.69387941362646,139.67190551757812,64452200,0.0,0.0
2021-10-12,140.0826575469626,140.10222224522562,137.94077825367475,138.40045166015625,73035900,0.0,0.0
2021-10-13,138.1363641843171,138.2928369645974,136.1411832699827,137.81361389160156,78762700,0.0,0.0
2021-10-14,138.98729132751163,140.7184017237602,138.40046969110713,140.6010284423828,69907100,0.0,0.0
2021-10-15,140.61080749842878,141.71596677210917,140.35651117780878,141.65728759765625,67940300,0.0,0.0
2021-10-18,140.29781043764254,143.61331759603044,140.01418949688554,143.32969665527344,85589200,0.0,0.0
2021-10-19,143.77957415536835,145.8921135630049,143.32969062365265,145.49111938476562,76378900,0.0,0.0
2021-10-20,145.43245616972183,146.45938640466994,144.8651993263839,145.9801483154297,58418800,0.0,0.0
2021-10-21,145.54005210514717,146.35181550626882,144.62070524306984,146.19532775878906,61421000,0.0,0.0
2021-10-22,146.40069432339263,146.87991744687585,145.3737641790151,145.42266845703125,58883400,0.0,0.0
2021-10-25,145.4128937692613,146.08773407498782,144.3761886308666,145.373779296875,50720600,0.0,0.0
2021-10-26,146.04862376445527,147.52543764586656,145.7356482824783,146.03884887695312,60893400,0.0,0.0
2021-10-27,146.07796575011088,146.43983059903536,145.22708789518356,145.5791778564453,56094900,0.0,0.0
2021-10-28,146.52785119259605,149.8042290860398,146.4300426307357,149.21742248535156,100077900,0.0,0.0
2021-10-29,143.9850068548087,146.64523910016035,143.1928080838573,146.50831604003906,124953200,0.0,0.0
2021-11-01,145.71607664214312,146.41046663790817,144.55222349385764,145.68673706054688,74588300,0.0,0.0
2021-11-02,145.39336412691904,148.23942366972244,145.38357431484795,146.72348022460938,69122000,0.0,0.0
2021-11-03,147.0853287663622,148.63061162902127,146.52786170952203,148.16116333007812,54511500,0.0,0.0
2021-11-04,148.2491476898424,149.08046063846822,147.3298010802536,147.6427764892578,60394600,0.0,0.0
2021-11-05,148.76918963737086,149.07281782729038,146.97678796158638,148.17172241210938,65463900,0.22,0.0
2021-11-08,148.29907019202702,148.45578635175377,147.07475321655346,147.3489990234375,55020900,0.0,0.0
2021-11-09,147.11392796889447,148.3186517141658,146.97680506248372,147.71139526367188,56787900,0.0,0.0
2021-11-10,146.93759531163658,147.0453357776248,144.8121833419343,144.8807373046875,65187100,0.0,0.0
2021-11-11,145.89938743250096,146.35971678839883,144.64567331029048,144.83177185058594,41000000,0.0,0.0
2021-11-12,145.38027365145768,147.3097982131486,144.449795829464,146.90823364257812,63804000,0.0,0.0
2021-11-15,147.28039221661786,148.75937630755206,146.3597036966309,146.91799926757812,59222800,0.0,0.0
2021-11-16,146.85924274203003,148.3773984758072,146.27156473370576,147.8974609375,59256200,0.0,0.0
2021-11-17,147.89745943010328,151.81527292494047,147.88767027666427,150.3363037109375,88807000,0.0,0.0
2021-11-18,150.55181209560718,155.40989334552083,149.90536916424182,154.62632751464844,137827700,0.0,0.0
2021-11-19,154.41084228889372,157.71161083201548,153.31385912302107,157.2512664794922,117305600,0.0,0.0
2021-11-22,158.3580215257173,162.29542845267346,157.69200037488366,157.7115936279297,117467900,0.0,0.0
2021-11-23,157.80951705712113,158.47555309859132,155.79184557181551,158.09356689453125,96041900,0.0,0.0
2021-11-24,157.4471342187338,158.8085738483819,156.35994034575776,158.61268615722656,69463600,0.0,0.0
2021-11-26,156.29140553118123,157.15331446693773,153.14735315261942,153.58810424804688,76959800,0.0,0.0
2021-11-29,156.09548196515397,157.8780943084946,155.52739720558188,156.94761657714844,88748200,0.0,0.0
2021-11-30,156.7027606504653,162.11913695746247,156.6341917361946,161.90365600585938,174048100,0.0,0.0
2021-12-01,164.03889354865572,166.80096002265125,161.14950826261352,161.38458251953125,152052500,0.0,0.0
2021-12-02,155.4784189693417,160.8262255061017,154.55773049536117,160.395263671875,136739200,0.0,0.0
2021-12-03,160.64995624545222,161.57064486360198,156.43830349501886,158.51473999023438,118023100,0.0,0.0
2021-12-06,160.91441267175034,164.43066217672398,160.90462351682206,161.9232635498047,107497000,0.0,0.0
2021-12-07,165.606013499861,168.05464745577578,164.881212468611,167.66285705566406,120405400,0.0,0.0
2021-12-08,168.59332710400926,172.3446356103418,167.19270089919112,171.4827117919922,116998900,0.0,0.0
2021-12-09,171.31621864051468,173.11840952908594,170.34655427614908,170.97340393066406,108923700,0.0,0.0
2021-12-10,171.61005099944745,175.93923359247646,171.1007310045987,175.76292419433594,115402700,0.0,0.0
2021-12-13,177.3986153833375,178.38787299583686,171.92347383588933,172.12916564941406,153237000,0.0,0.0
2021-12-14,171.64920321778123,174.08804749115933,168.67167154672788,170.74810791015625,139380400,0.0,0.0
2021-12-15,171.51207028188244,175.81186972926076,168.76959801571434,175.61598205566406,131063300,0.0,0.0
2021-12-16,175.5964093375668,177.41819331105674,167.24167279418768,168.72064208984375,150185800,0.0,0.0
2021-12-17,166.43851201579665,169.90578548213614,166.20345276063674,167.6236572265625,195432700,0.0,0.0
2021-12-20,164.82242453025603,167.07517044282818,164.01928047689202,166.26222229003906,107499100,0.0,0.0
2021-12-21,168.03504264727704,169.641345814115,165.64517367936028,169.4356689453125,91185900,0.0,0.0
2021-12-22,169.4845891969166,172.24665462353272,168.61287637449038,172.0311737060547,92135300,0.0,0.0
2021-12-23,172.2369231764139,173.21637678573038,171.66883828957722,172.6580810546875,68356600,0.0,0.0
2021-12-27,173.45142774896462,176.71300990463334,173.43184943831818,176.62486267089844,74919600,0.0,0.0
2021-12-28,176.458305164174,177.60426369959058,174.86179154747876,175.60617065429688,79144300,0.0,0.0
2021-12-29,175.6453907930184,176.9186832802021,174.4798387842566,175.69436645507812,62348900,0.0,0.0
2021-12-30,175.78251482342475,176.85991961465393,174.4308642572052,174.53860473632812,59773000,0.0,0.0
2021-12-31,174.43082898683727,175.54740511503024,173.6178809806125,173.92152404785156,64062300,0.0,0.0
2022-01-03,174.17620137564992,179.12244407617163,174.05867174915193,178.2703094482422,104487900,0.0,0.0
2022-01-04,178.87758836256972,179.18121654083714,175.43969718796814,176.00778198242188,99310400,0.0,0.0
2022-01-05,175.91959632015076,176.46808774108115,171.05171254148792,171.32595825195312,94537600,0.0,0.0
2022-01-06,169.15161788468467,171.69820298422886,168.11339955718992,168.46600341796875,96904000,0.0,0.0
2022-01-07,169.33771503993543,170.56203191509988,167.51593093187975,168.63250732421875,86709100,0.0,0.0
2022-01-10,165.60599864366586,168.95572780142643,164.7146923768041,168.652099609375,106765600,0.0,0.0
2022-01-11,168.77942565072325,171.58064816981238,167.31024547595837,171.4827117919922,76138300,0.0,0.0
2022-01-12,172.5013205493631,173.5395387171234,171.22804314076478,171.92344665527344,74805200,0.0,0.0
2022-01-13,172.16833406776786,172.9910714162829,168.26030924441002,168.652099609375,84505800,0.0,0.0
2022-01-14,167.8195575274604,170.20942643626557,167.57469415475944,169.51402282714844,80440800,0.0,0.0
2022-01-18,167.986029250503,168.99486494876345,165.92918629810023,166.31117248535156,90956700,0.0,0.0
2022-01-19,166.5071040161468,167.56491564685888,162.53052498206404,162.81455993652344,94815000,0.0,0.0
2022-01-20,163.5491030708596,166.19362391453956,160.806630921933,161.12985229492188,91420500,0.0,0.0
2022-01-21,161.0417244969125,162.9124840575923,158.96528809380473,159.07302856445312,122848900,0.0,0.0
2022-01-24,156.73213888196668,158.9652914615593,151.5214395660685,158.29925537109375,162294600,0.0,0.0
2022-01-25,155.71350456711474,159.41583739515477,153.79378418345803,156.4970703125,115798400,0.0,0.0
2022-01-26,160.14063545703362,161.01234841002858,154.57734716045317,156.40892028808594,108275300,0.0,0.0
2022-01-27,159.112223875077,160.4736636918006,155.02790442490624,155.94859313964844,121954600,0.0,0.0
2022-01-28,162.30522203050273,166.8498849998228,159.45500918063075,166.83029174804688,179935700,0.0,0.0
2022-01-31,166.66380312140188,171.4043542462614,166.02714940989443,171.18887329101562,115541600,0.0,0.0
