,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,OptionType,expirationDate,time_to_expiration
44,AAPL230526P00090000,2023-05-04 16:05:29+00:00,90.0,0.02,0.0,0.01,0.0,0.0,1.0,2,1.625001875,False,REGULAR,USD,Put,2023-05-26,4
45,AAPL230526P00095000,2023-05-08 13:30:07+00:00,95.0,0.01,0.0,0.01,0.0,0.0,2.0,1896,1.5000025,False,REGULAR,USD,Put,2023-05-26,4
46,AAPL230526P00100000,2023-05-09 19:30:11+00:00,100.0,0.01,0.0,0.01,0.0,0.0,5.0,24,1.3750031249999999,False,REGULAR,USD,Put,2023-05-26,4
47,AAPL230526P00105000,2023-05-10 17:37:38+00:00,105.0,0.01,0.0,0.01,0.0,0.0,3.0,180,1.2500037499999999,False,REGULAR,USD,Put,2023-05-26,4
48,AAPL230526P00110000,2023-05-19 18:29:00+00:00,110.0,0.01,0.0,0.01,0.0,0.0,5.0,180,1.15625421875,False,REGULAR,USD,Put,2023-05-26,4
49,AAPL230526P00115000,2023-05-12 19:11:06+00:00,115.0,0.01,0.0,0.01,0.0,0.0,78.0,216,1.0625046875000002,False,REGULAR,USD,Put,2023-05-26,4
50,AAPL230526P00120000,2023-05-15 15:18:25+00:00,120.0,0.01,0.0,0.01,0.0,0.0,20.0,869,0.9687503125,False,REGULAR,USD,Put,2023-05-26,4
51,AAPL230526P00125000,2023-05-17 14:16:11+00:00,125.0,0.01,0.0,0.01,0.0,0.0,1.0,246,0.85937640625,False,REGULAR,USD,Put,2023-05-26,4
52,AAPL230526P00130000,2023-05-16 19:48:22+00:00,130.0,0.01,0.0,0.01,0.0,0.0,7.0,873,0.7656273437500001,False,REGULAR,USD,Put,2023-05-26,4
53,AAPL230526P00135000,2023-05-19 18:21:14+00:00,135.0,0.01,0.0,0.01,0.0,0.0,1158.0,994,0.6718782812500002,False,REGULAR,USD,Put,2023-05-26,4
54,AAPL230526P00140000,2023-05-19 19:47:32+00:00,140.0,0.01,0.0,0.01,0.0,0.0,1128.0,2049,0.5937540625000001,False,REGULAR,USD,Put,2023-05-26,4
55,AAPL230526P00145000,2023-05-19 18:21:14+00:00,145.0,0.03,0.01,0.02,0.01,50.0,60.0,1571,0.5625043750000001,False,REGULAR,USD,Put,2023-05-26,4
56,AAPL230526P00146000,2023-05-19 19:48:43+00:00,146.0,0.02,0.0,0.17,0.0,0.0,485.0,208,0.6718782812500002,False,REGULAR,USD,Put,2023-05-26,4
57,AAPL230526P00147000,2023-05-19 17:14:11+00:00,147.0,0.02,0.0,0.03,-0.02,-50.0,95.0,69,0.523442265625,False,REGULAR,USD,Put,2023-05-26,4
58,AAPL230526P00148000,2023-05-19 18:49:06+00:00,148.0,0.03,0.01,0.03,0.01,50.0,22.0,53,0.523442265625,False,REGULAR,USD,Put,2023-05-26,4
59,AAPL230526P00149000,2023-05-19 19:00:20+00:00,149.0,0.02,0.01,0.03,0.0,0.0,1048.0,993,0.500005,False,REGULAR,USD,Put,2023-05-26,4
60,AAPL230526P00150000,2023-05-19 19:39:53+00:00,150.0,0.02,0.02,0.03,0.0,0.0,222.0,3313,0.507817421875,False,REGULAR,USD,Put,2023-05-26,4
61,AAPL230526P00152500,2023-05-19 19:23:26+00:00,152.5,0.03,0.02,0.03,0.0,0.0,587.0,1197,0.45898978515625005,False,REGULAR,USD,Put,2023-05-26,4
62,AAPL230526P00155000,2023-05-19 19:59:01+00:00,155.0,0.04,0.03,0.04,0.0,0.0,486.0,9902,0.42578699218750005,False,REGULAR,USD,Put,2023-05-26,4
63,AAPL230526P00157500,2023-05-19 19:59:26+00:00,157.5,0.03,0.03,0.05,-0.01,-25.0,420.0,3030,0.39063109375,False,REGULAR,USD,Put,2023-05-26,4
64,AAPL230526P00160000,2023-05-19 19:53:51+00:00,160.0,0.05,0.04,0.06,-0.02,-28.571426,1075.0,6887,0.34961587890624996,False,REGULAR,USD,Put,2023-05-26,4
65,AAPL230526P00162500,2023-05-19 19:58:16+00:00,162.5,0.07,0.06,0.08,-0.020000003,-22.222225,591.0,2870,0.31250687499999996,False,REGULAR,USD,Put,2023-05-26,4
66,AAPL230526P00165000,2023-05-19 19:59:32+00:00,165.0,0.09,0.09,0.1,-0.049999997,-35.714283,3421.0,13259,0.2695385546875,False,REGULAR,USD,Put,2023-05-26,4
67,AAPL230526P00167500,2023-05-19 19:59:27+00:00,167.5,0.16,0.15,0.16,-0.049999997,-23.809523,2892.0,5598,0.23633576171874998,False,REGULAR,USD,Put,2023-05-26,4
68,AAPL230526P00170000,2023-05-19 19:59:57+00:00,170.0,0.3,0.29,0.3,-0.099999994,-24.999998,11709.0,9801,0.20752745605468748,False,REGULAR,USD,Put,2023-05-26,4
69,AAPL230526P00172500,2023-05-19 19:59:57+00:00,172.5,0.66,0.64,0.66,-0.16999996,-20.481924,19617.0,10671,0.1870198486328125,False,REGULAR,USD,Put,2023-05-26,4
70,AAPL230526P00175000,2023-05-19 19:59:58+00:00,175.0,1.45,1.43,1.46,-0.18999994,-11.585362,30659.0,7022,0.17188328125000002,False,REGULAR,USD,Put,2023-05-26,4
71,AAPL230526P00177500,2023-05-19 19:59:55+00:00,177.5,2.89,2.75,2.94,-0.119999886,-3.9867072,3870.0,771,0.16480327392578126,True,REGULAR,USD,Put,2023-05-26,4
72,AAPL230526P00180000,2023-05-19 19:59:13+00:00,180.0,4.8,4.25,5.0,-0.19999981,-3.9999962,2050.0,1519,0.161141201171875,True,REGULAR,USD,Put,2023-05-26,4
73,AAPL230526P00182500,2023-05-19 19:46:49+00:00,182.5,7.35,7.2,7.5,-1.2000003,-14.03509,357.0,17,0.21875781249999998,True,REGULAR,USD,Put,2023-05-26,4
74,AAPL230526P00185000,2023-05-19 19:52:49+00:00,185.0,9.65,9.7,10.15,-0.35000038,-3.5000038,13.0,28,0.3188544677734374,True,REGULAR,USD,Put,2023-05-26,4
75,AAPL230526P00187500,2023-05-19 18:51:52+00:00,187.5,12.13,12.2,13.05,-0.47000027,-3.7301607,12.0,1,0.47070841796875,True,REGULAR,USD,Put,2023-05-26,4
76,AAPL230526P00190000,2023-05-19 18:30:18+00:00,190.0,14.85,14.6,14.95,-0.79999924,-5.111816,16.0,32,0.348639326171875,True,REGULAR,USD,Put,2023-05-26,4
77,AAPL230526P00195000,2023-05-19 14:31:39+00:00,195.0,19.0,18.7,20.6,-3.9899998,-17.35537,1.0,0,0.6596713720703126,True,REGULAR,USD,Put,2023-05-26,4
78,AAPL230526P00200000,2023-05-09 13:46:34+00:00,200.0,27.2,24.0,25.35,0.0,0.0,1.0,0,0.6977569287109376,True,REGULAR,USD,Put,2023-05-26,4
79,AAPL230526P00202500,2023-05-19 19:58:35+00:00,202.5,26.85,27.2,28.5,-1.2999992,-4.6181145,6.0,3,0.7465845654296875,True,REGULAR,USD,Put,2023-05-26,4
80,AAPL230526P00210000,2023-04-25 16:23:29+00:00,210.0,45.1,32.9,36.75,0.0,0.0,2.0,0,1.2373085009765623,True,REGULAR,USD,Put,2023-05-26,4
81,AAPL230526P00220000,2023-04-27 19:21:57+00:00,220.0,51.6,43.6,46.0,0.0,0.0,,0,1.2675817871093749,True,REGULAR,USD,Put,2023-05-26,4
82,AAPL230526P00250000,2023-05-18 15:34:52+00:00,250.0,75.65,73.5,76.05,0.0,0.0,1.0,1,1.7783214208984375,True,REGULAR,USD,Put,2023-05-26,4
83,AAPL230602C00085000,2023-04-24 14:12:48+00:00,85.0,80.17,88.85,91.9,0.0,0.0,1.0,1,1.765626171875,True,REGULAR,USD,Call,2023-06-02,11
84,AAPL230602C00090000,2023-05-10 15:12:43+00:00,90.0,83.0,84.1,86.85,0.0,0.0,,0,1.734376328125,True,REGULAR,USD,Call,2023-06-02,11
85,AAPL230602C00100000,2023-05-10 15:33:31+00:00,100.0,73.77,74.15,76.6,0.0,0.0,2.0,11,1.40234673828125,True,REGULAR,USD,Call,2023-06-02,11
86,AAPL230602C00110000,2023-05-05 15:22:19+00:00,110.0,63.63,63.6,67.25,0.0,0.0,1.0,1,1.2265663671875,True,REGULAR,USD,Call,2023-06-02,11
87,AAPL230602C00120000,2023-05-11 17:01:16+00:00,120.0,53.62,53.6,56.65,0.0,0.0,50.0,22,1.4467801098632815,True,REGULAR,USD,Call,2023-06-02,11
88,AAPL230602C00125000,2023-05-18 19:29:07+00:00,125.0,49.73,49.1,51.75,0.0,0.0,4.0,31,0.9267585449218749,True,REGULAR,USD,Call,2023-06-02,11
89,AAPL230602C00130000,2023-05-18 13:30:02+00:00,130.0,43.47,44.15,46.7,0.0,0.0,6.0,13,0.8330094824218748,True,REGULAR,USD,Call,2023-06-02,11
90,AAPL230602C00135000,2023-05-18 17:53:10+00:00,135.0,39.3,39.2,41.75,0.0,0.0,38.0,109,0.7656273437500001,True,REGULAR,USD,Call,2023-06-02,11
91,AAPL230602C00140000,2023-05-19 14:20:21+00:00,140.0,36.17,34.5,36.8,1.0,2.8433325,1.0,15,0.73633076171875,True,REGULAR,USD,Call,2023-06-02,11
92,AAPL230602C00145000,2023-05-18 15:42:12+00:00,145.0,30.04,29.25,31.85,0.0,0.0,7.0,51,0.6113320117187502,True,REGULAR,USD,Call,2023-06-02,11
93,AAPL230602C00150000,2023-05-19 15:51:56+00:00,150.0,26.0,24.7,26.4,0.6800003,2.6856253,1.0,183,0.5205126074218749,True,REGULAR,USD,Call,2023-06-02,11
94,AAPL230602C00152500,2023-05-19 19:09:16+00:00,152.5,23.19,22.05,23.95,1.9800014,9.335227,2.0,209,0.6489292919921875,True,REGULAR,USD,Call,2023-06-02,11
95,AAPL230602C00155000,2023-05-19 19:00:41+00:00,155.0,20.54,20.3,20.7,0.6000004,3.009029,48.0,338,0.46533737792968755,True,REGULAR,USD,Call,2023-06-02,11
96,AAPL230602C00157500,2023-05-19 15:56:20+00:00,157.5,18.65,17.95,18.25,3.3499994,21.89542,43.0,56,0.42774009765625004,True,REGULAR,USD,Call,2023-06-02,11
97,AAPL230602C00160000,2023-05-19 19:58:35+00:00,160.0,15.7,15.45,15.8,0.19999981,1.2903214,193.0,709,0.3881897119140625,True,REGULAR,USD,Call,2023-06-02,11
98,AAPL230602C00162500,2023-05-19 19:00:28+00:00,162.5,13.49,12.7,13.4,1.0199995,8.179626,108.0,231,0.3540103662109374,True,REGULAR,USD,Call,2023-06-02,11
99,AAPL230602C00165000,2023-05-19 19:34:43+00:00,165.0,10.75,10.65,10.9,-0.05000019,-0.46296474,155.0,967,0.30249720947265624,True,REGULAR,USD,Call,2023-06-02,11
100,AAPL230602C00167500,2023-05-19 19:58:20+00:00,167.5,7.9,8.05,8.85,-0.52,-6.1757717,93.0,265,0.3002999658203125,True,REGULAR,USD,Call,2023-06-02,11
101,AAPL230602C00170000,2023-05-19 19:54:41+00:00,170.0,6.4,6.15,6.7,0.099999905,1.5873001,581.0,4044,0.2722240747070312,True,REGULAR,USD,Call,2023-06-02,11
102,AAPL230602C00172500,2023-05-19 19:56:42+00:00,172.5,4.4,4.2,4.4,-0.049999714,-1.123589,631.0,1046,0.21973436523437498,True,REGULAR,USD,Call,2023-06-02,11
103,AAPL230602C00175000,2023-05-19 19:59:21+00:00,175.0,2.64,2.5,2.75,-0.119999886,-4.347822,5063.0,10059,0.20252262329101559,True,REGULAR,USD,Call,2023-06-02,11
104,AAPL230602C00177500,2023-05-19 19:59:58+00:00,177.5,1.44,1.42,1.57,-0.049999952,-3.3557017,7576.0,2022,0.19373364868164064,False,REGULAR,USD,Call,2023-06-02,11
105,AAPL230602C00180000,2023-05-19 19:59:49+00:00,180.0,0.67,0.66,0.69,-0.01999998,-2.898548,10702.0,8555,0.176766044921875,False,REGULAR,USD,Call,2023-06-02,11
106,AAPL230602C00182500,2023-05-19 19:58:05+00:00,182.5,0.3,0.29,0.31,0.0,0.0,3069.0,1073,0.17603363037109376,False,REGULAR,USD,Call,2023-06-02,11
107,AAPL230602C00185000,2023-05-19 19:59:27+00:00,185.0,0.14,0.13,0.14,0.020000003,16.66667,2895.0,8873,0.1801839794921875,False,REGULAR,USD,Call,2023-06-02,11
108,AAPL230602C00187500,2023-05-19 19:37:36+00:00,187.5,0.07,0.07,0.08,0.010000002,16.66667,732.0,341,0.19336744140625,False,REGULAR,USD,Call,2023-06-02,11
109,AAPL230602C00190000,2023-05-19 19:31:24+00:00,190.0,0.06,0.05,0.06,0.02,50.0,757.0,6858,0.213875048828125,False,REGULAR,USD,Call,2023-06-02,11
110,AAPL230602C00192500,2023-05-19 19:57:54+00:00,192.5,0.04,0.03,0.04,0.01,33.333336,302.0,21,0.22852333984375,False,REGULAR,USD,Call,2023-06-02,11
111,AAPL230602C00195000,2023-05-19 19:30:40+00:00,195.0,0.03,0.02,0.03,0.0,0.0,225.0,927,0.2461012890625,False,REGULAR,USD,Call,2023-06-02,11
112,AAPL230602C00197500,2023-05-19 19:16:53+00:00,197.5,0.03,0.02,0.03,0.01,50.0,26.0,15,0.2695385546875,False,REGULAR,USD,Call,2023-06-02,11
113,AAPL230602C00200000,2023-05-19 19:17:16+00:00,200.0,0.03,0.02,0.04,0.01,50.0,1095.0,920,0.30664755859375,False,REGULAR,USD,Call,2023-06-02,11
114,AAPL230602C00202500,2023-05-19 19:34:57+00:00,202.5,0.02,0.01,0.04,0.0,0.0,42.0,1756,0.33008482421874996,False,REGULAR,USD,Call,2023-06-02,11
115,AAPL230602C00205000,2023-05-19 14:48:00+00:00,205.0,0.01,0.0,0.02,0.0,0.0,3.0,243,0.32813171874999997,False,REGULAR,USD,Call,2023-06-02,11
116,AAPL230602C00210000,2023-05-19 19:17:20+00:00,210.0,0.02,0.0,0.17,0.01,100.0,356.0,76,0.49121602539062503,False,REGULAR,USD,Call,2023-06-02,11
117,AAPL230602C00215000,2023-05-19 17:20:19+00:00,215.0,0.01,0.0,0.17,0.0,0.0,21.0,29,0.543949873046875,False,REGULAR,USD,Call,2023-06-02,11
118,AAPL230602C00220000,2023-05-19 17:15:26+00:00,220.0,0.01,0.0,0.17,-0.03,-75.0,10.0,3,0.5371140039062501,False,REGULAR,USD,Call,2023-06-02,11
119,AAPL230602C00225000,2023-05-05 15:42:04+00:00,225.0,0.01,0.0,0.1,0.0,0.0,200.0,21,0.5449264257812501,False,REGULAR,USD,Call,2023-06-02,11
120,AAPL230602C00230000,2023-05-19 19:11:34+00:00,230.0,0.01,0.0,0.16,0.0,0.0,97.0,129,0.6210975390625001,False,REGULAR,USD,Call,2023-06-02,11
121,AAPL230602C00245000,2023-05-03 19:38:14+00:00,245.0,0.02,0.0,0.01,0.0,0.0,1.0,2,0.5625043750000001,False,REGULAR,USD,Call,2023-06-02,11
122,AAPL230602C00250000,2023-05-17 15:02:38+00:00,250.0,0.01,0.0,0.01,0.0,0.0,3.0,6,0.5937540625000001,False,REGULAR,USD,Call,2023-06-02,11
123,AAPL230602P00050000,2023-05-11 14:25:13+00:00,50.0,0.01,0.0,0.16,0.0,0.0,,1,2.61719095703125,False,REGULAR,USD,Put,2023-06-02,11
124,AAPL230602P00070000,2023-05-17 15:40:44+00:00,70.0,0.01,0.0,0.01,0.0,0.0,5.0,6,1.5000025,False,REGULAR,USD,Put,2023-06-02,11
125,AAPL230602P00090000,2023-05-08 13:30:08+00:00,90.0,0.02,0.0,0.05,0.0,0.0,1.0,7,1.2734411328124997,False,REGULAR,USD,Put,2023-06-02,11
126,AAPL230602P00095000,2023-05-05 13:56:08+00:00,95.0,0.01,0.0,0.16,0.0,0.0,18.0,47,1.3320345898437496,False,REGULAR,USD,Put,2023-06-02,11
127,AAPL230602P00100000,2023-05-15 16:55:58+00:00,100.0,0.01,0.0,0.16,0.0,0.0,20.0,78,1.23047259765625,False,REGULAR,USD,Put,2023-06-02,11
128,AAPL230602P00105000,2023-05-08 15:04:16+00:00,105.0,0.01,0.0,0.16,0.0,0.0,1.0,13,1.1328168359375002,False,REGULAR,USD,Put,2023-06-02,11
129,AAPL230602P00110000,2023-05-18 14:25:58+00:00,110.0,0.01,0.0,0.16,0.0,0.0,1.0,152,1.0390673046875003,False,REGULAR,USD,Put,2023-06-02,11
130,AAPL230602P00115000,2023-05-18 14:25:58+00:00,115.0,0.01,0.0,0.16,0.0,0.0,1.0,92,0.9492192578124999,False,REGULAR,USD,Put,2023-06-02,11
131,AAPL230602P00120000,2023-05-19 18:28:35+00:00,120.0,0.01,0.0,0.16,0.0,0.0,1.0,250,0.8632826171875,False,REGULAR,USD,Put,2023-06-02,11
132,AAPL230602P00125000,2023-05-19 19:30:27+00:00,125.0,0.01,0.01,0.03,-0.01,-50.0,60.0,464,0.6640658593750002,False,REGULAR,USD,Put,2023-06-02,11
133,AAPL230602P00130000,2023-05-19 19:05:41+00:00,130.0,0.02,0.01,0.03,-0.01,-33.333336,33.0,677,0.5937540625000001,False,REGULAR,USD,Put,2023-06-02,11
134,AAPL230602P00135000,2023-05-19 19:38:20+00:00,135.0,0.01,0.0,0.02,-0.01,-50.0,117.0,863,0.523442265625,False,REGULAR,USD,Put,2023-06-02,11
135,AAPL230602P00140000,2023-05-19 17:38:22+00:00,140.0,0.02,0.01,0.03,-0.02,-50.0,99.0,981,0.47852083984375,False,REGULAR,USD,Put,2023-06-02,11
136,AAPL230602P00145000,2023-05-19 17:38:15+00:00,145.0,0.04,0.03,0.04,-0.010000002,-20.000004,149.0,2527,0.42578699218750005,False,REGULAR,USD,Put,2023-06-02,11
137,AAPL230602P00150000,2023-05-19 19:46:53+00:00,150.0,0.06,0.06,0.07,0.0,0.0,117.0,3580,0.3857483300781249,False,REGULAR,USD,Put,2023-06-02,11
138,AAPL230602P00152500,2023-05-19 17:53:10+00:00,152.5,0.11,0.0,0.08,0.030000001,37.500004,28.0,46,0.35742830078125,False,REGULAR,USD,Put,2023-06-02,11
139,AAPL230602P00155000,2023-05-19 19:47:48+00:00,155.0,0.1,0.09,0.1,-0.009999998,-9.090907,441.0,2166,0.3320379296875,False,REGULAR,USD,Put,2023-06-02,11
140,AAPL230602P00157500,2023-05-19 19:48:14+00:00,157.5,0.11,0.1,0.12,-0.019999996,-15.384613,133.0,163,0.304694453125,False,REGULAR,USD,Put,2023-06-02,11
141,AAPL230602P00160000,2023-05-19 19:58:20+00:00,160.0,0.15,0.14,0.15,-0.030000001,-16.666668,571.0,7258,0.27735097656249996,False,REGULAR,USD,Put,2023-06-02,11
142,AAPL230602P00162500,2023-05-19 19:56:36+00:00,162.5,0.21,0.19,0.21,-0.030000001,-12.500002,100.0,507,0.25586681640625003,False,REGULAR,USD,Put,2023-06-02,11
143,AAPL230602P00165000,2023-05-19 19:57:28+00:00,165.0,0.29,0.28,0.3,-0.050000012,-14.705886,1746.0,7905,0.2329178271484375,False,REGULAR,USD,Put,2023-06-02,11
144,AAPL230602P00167500,2023-05-19 19:56:46+00:00,167.5,0.45,0.45,0.47,-0.07999998,-15.0943365,955.0,2285,0.21436332519531248,False,REGULAR,USD,Put,2023-06-02,11
145,AAPL230602P00170000,2023-05-19 19:59:43+00:00,170.0,0.76,0.71,0.75,-0.09000003,-10.588239,3110.0,5526,0.195320546875,False,REGULAR,USD,Put,2023-06-02,11
146,AAPL230602P00172500,2023-05-19 19:59:53+00:00,172.5,1.29,1.14,1.28,-0.100000024,-7.1942463,2118.0,2998,0.18164880859375,False,REGULAR,USD,Put,2023-06-02,11
