,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,OptionType,expirationDate,time_to_expiration
30,AAPL260102C00260000,2025-12-30 20:57:14+00:00,260.0,13.36,13.1,13.45,-0.71000004,-5.046198,482.0,1263,0.3413151806640625,True,REGULAR,USD,Call,2026-01-02,3
31,AAPL260102C00262500,2025-12-30 20:45:43+00:00,262.5,10.7,10.6,11.05,-0.7600002,-6.6317644,229.0,351,0.3100654931640625,True,REGULAR,USD,Call,2026-01-02,3
32,AAPL260102C00265000,2025-12-30 20:24:45+00:00,265.0,8.41,8.15,8.4,-0.59000015,-6.5555573,5847.0,2318,0.2280350634765625,True,REGULAR,USD,Call,2026-01-02,3
33,AAPL260102C00267500,2025-12-30 20:31:30+00:00,267.5,6.0,5.7,6.15,-0.65999985,-9.909908,1652.0,821,0.21192194335937498,True,REGULAR,USD,Call,2026-01-02,3
34,AAPL260102C00270000,2025-12-30 20:58:04+00:00,270.0,3.6,3.55,3.65,-0.9000001,-20.000002,2456.0,4544,0.1480798083496094,True,REGULAR,USD,Call,2026-01-02,3
35,AAPL260102C00272500,2025-12-30 20:59:48+00:00,272.5,1.74,1.76,1.81,-0.9100001,-34.339622,17977.0,7207,0.131844619140625,True,REGULAR,USD,Call,2026-01-02,3
36,AAPL260102C00275000,2025-12-30 20:59:54+00:00,275.0,0.65,0.65,0.67,-0.64,-49.612404,38332.0,20542,0.12488668090820312,False,REGULAR,USD,Call,2026-01-02,3
37,AAPL260102C00277500,2025-12-30 20:59:51+00:00,277.5,0.17,0.17,0.19,-0.31,-64.58333,11468.0,13989,0.12476461181640625,False,REGULAR,USD,Call,2026-01-02,3
38,AAPL260102C00280000,2025-12-30 20:59:19+00:00,280.0,0.06,0.05,0.06,-0.099999994,-62.499996,13123.0,33838,0.13477427734375003,False,REGULAR,USD,Call,2026-01-02,3
39,AAPL260102C00282500,2025-12-30 20:59:05+00:00,282.5,0.02,0.02,0.03,-0.04,-66.66667,4654.0,8156,0.15430533203125002,False,REGULAR,USD,Call,2026-01-02,3
40,AAPL260102C00285000,2025-12-30 20:53:26+00:00,285.0,0.01,0.01,0.02,-0.02,-66.66667,4398.0,10133,0.179695703125,False,REGULAR,USD,Call,2026-01-02,3
41,AAPL260102C00287500,2025-12-30 20:53:26+00:00,287.5,0.01,0.0,0.01,-0.01,-50.0,231.0,3120,0.195320546875,False,REGULAR,USD,Call,2026-01-02,3
42,AAPL260102C00290000,2025-12-30 20:49:08+00:00,290.0,0.01,0.0,0.01,0.0,0.0,106.0,9627,0.22266402343749997,False,REGULAR,USD,Call,2026-01-02,3
43,AAPL260102C00292500,2025-12-30 19:22:47+00:00,292.5,0.01,0.0,0.01,0.0,0.0,4.0,2080,0.2500075,False,REGULAR,USD,Call,2026-01-02,3
44,AAPL260102C00295000,2025-12-30 19:59:17+00:00,295.0,0.03,0.0,0.01,0.0,0.0,12.0,2927,0.27735097656249996,False,REGULAR,USD,Call,2026-01-02,3
45,AAPL260102C00297500,2025-12-29 15:18:03+00:00,297.5,0.01,0.0,0.01,0.0,0.0,29.0,236,0.304694453125,False,REGULAR,USD,Call,2026-01-02,3
46,AAPL260102C00300000,2025-12-30 20:38:06+00:00,300.0,0.01,0.0,0.01,0.0,0.0,21.0,13442,0.32813171874999997,False,REGULAR,USD,Call,2026-01-02,3
47,AAPL260102C00302500,2025-12-30 20:13:08+00:00,302.5,0.01,0.0,0.01,0.0,0.0,1.0,112,0.35938140625,False,REGULAR,USD,Call,2026-01-02,3
48,AAPL260102C00305000,2025-12-30 19:20:18+00:00,305.0,0.01,0.0,0.01,0.0,0.0,39.0,1507,0.38281867187499996,False,REGULAR,USD,Call,2026-01-02,3
49,AAPL260102C00310000,2025-12-29 18:57:09+00:00,310.0,0.01,0.0,0.01,0.0,0.0,51.0,1658,0.42969320312500003,False,REGULAR,USD,Call,2026-01-02,3
50,AAPL260102C00315000,2025-12-26 20:05:17+00:00,315.0,0.01,0.0,0.02,0.0,0.0,1.0,436,0.51562984375,False,REGULAR,USD,Call,2026-01-02,3
51,AAPL260102C00320000,2025-12-29 14:34:33+00:00,320.0,0.01,0.0,0.01,0.0,0.0,6.0,394,0.500005,False,REGULAR,USD,Call,2026-01-02,3
52,AAPL260102C00325000,2025-12-29 14:30:01+00:00,325.0,0.01,0.0,0.01,0.0,0.0,1.0,1066,0.5468795312500001,False,REGULAR,USD,Call,2026-01-02,3
53,AAPL260102C00330000,2025-12-24 17:48:01+00:00,330.0,0.01,0.0,0.01,0.0,0.0,30.0,347,0.57812921875,False,REGULAR,USD,Call,2026-01-02,3
54,AAPL260102C00335000,2025-12-26 17:25:20+00:00,335.0,0.03,0.0,0.01,0.0,0.0,3.0,63,0.6250037500000001,False,REGULAR,USD,Call,2026-01-02,3
55,AAPL260102C00340000,2025-12-09 15:22:41+00:00,340.0,0.02,0.0,0.01,0.0,0.0,2.0,3,0.6562534375000001,False,REGULAR,USD,Call,2026-01-02,3
56,AAPL260102C00345000,2025-12-18 16:32:20+00:00,345.0,0.01,0.0,0.01,0.0,0.0,1.0,67,0.70312796875,False,REGULAR,USD,Call,2026-01-02,3
57,AAPL260102C00350000,2025-12-26 15:08:24+00:00,350.0,0.01,0.0,0.01,0.0,0.0,5.0,32,0.7500025,False,REGULAR,USD,Call,2026-01-02,3
58,AAPL260102C00355000,2025-12-10 16:47:11+00:00,355.0,0.01,0.0,0.01,0.0,0.0,2.0,3,0.7812521875,False,REGULAR,USD,Call,2026-01-02,3
59,AAPL260102C00360000,2025-12-29 15:37:05+00:00,360.0,0.04,0.0,0.1,0.0,0.0,50.0,53,1.01953615234375,False,REGULAR,USD,Call,2026-01-02,3
60,AAPL260102C00400000,2025-12-30 17:15:57+00:00,400.0,0.01,0.0,0.01,0.0,0.0,8.0,14,1.09375453125,False,REGULAR,USD,Call,2026-01-02,3
61,AAPL260102P00110000,2025-12-29 14:30:02+00:00,110.0,0.01,0.0,0.01,0.0,0.0,1.0,2,2.6250034375,False,REGULAR,USD,Put,2026-01-02,3
62,AAPL260102P00120000,2025-12-30 15:30:02+00:00,120.0,0.01,0.0,0.01,-0.02,-66.66667,1.0,2,2.3750040624999995,False,REGULAR,USD,Put,2026-01-02,3
63,AAPL260102P00125000,2025-12-02 18:10:24+00:00,125.0,0.01,0.0,0.01,0.0,0.0,1.0,1,2.2500043749999996,False,REGULAR,USD,Put,2026-01-02,3
64,AAPL260102P00130000,2025-12-02 17:41:56+00:00,130.0,0.02,0.0,0.01,0.0,0.0,69.0,69,2.1250046874999997,False,REGULAR,USD,Put,2026-01-02,3
65,AAPL260102P00135000,2025-12-29 16:59:01+00:00,135.0,0.01,0.0,0.01,0.0,0.0,3.0,36,2.031254921875,False,REGULAR,USD,Put,2026-01-02,3
66,AAPL260102P00140000,2025-12-29 14:36:48+00:00,140.0,0.06,0.0,0.01,0.0,0.0,1.0,73,1.9375003125,False,REGULAR,USD,Put,2026-01-02,3
67,AAPL260102P00145000,2025-12-02 18:08:58+00:00,145.0,0.01,0.0,0.01,0.0,0.0,5.0,5,1.8125009374999999,False,REGULAR,USD,Put,2026-01-02,3
68,AAPL260102P00150000,2025-12-03 16:36:34+00:00,150.0,0.01,0.0,0.01,0.0,0.0,3.0,547,1.75000125,False,REGULAR,USD,Put,2026-01-02,3
69,AAPL260102P00155000,2025-12-04 18:15:59+00:00,155.0,0.01,0.0,0.01,0.0,0.0,1.0,179,1.65625171875,False,REGULAR,USD,Put,2026-01-02,3
70,AAPL260102P00175000,2025-12-12 15:39:58+00:00,175.0,0.01,0.0,0.1,0.0,0.0,455.0,467,1.6171894140625,False,REGULAR,USD,Put,2026-01-02,3
71,AAPL260102P00180000,2025-12-24 17:24:22+00:00,180.0,0.01,0.0,0.01,0.0,0.0,5.0,644,1.2500037499999999,False,REGULAR,USD,Put,2026-01-02,3
72,AAPL260102P00190000,2025-12-01 15:44:09+00:00,190.0,0.02,0.0,0.11,0.0,0.0,6.0,8,1.359378203125,False,REGULAR,USD,Put,2026-01-02,3
73,AAPL260102P00195000,2025-11-26 14:45:29+00:00,195.0,0.06,0.0,0.11,0.0,0.0,200.0,204,1.2695349023437497,False,REGULAR,USD,Put,2026-01-02,3
74,AAPL260102P00200000,2025-12-29 14:30:02+00:00,200.0,0.04,0.0,0.04,0.0,0.0,1.0,60,1.0625046875000002,False,REGULAR,USD,Put,2026-01-02,3
75,AAPL260102P00205000,2025-12-26 14:52:26+00:00,205.0,0.01,0.0,0.12,0.0,0.0,88.0,103,1.109379453125,False,REGULAR,USD,Put,2026-01-02,3
76,AAPL260102P00210000,2025-12-16 18:03:36+00:00,210.0,0.04,0.0,0.04,0.0,0.0,6.0,77,0.9062509375,False,REGULAR,USD,Put,2026-01-02,3
77,AAPL260102P00215000,2025-12-30 17:21:00+00:00,215.0,0.04,0.0,0.04,0.0,0.0,1.0,638,0.8359391406249999,False,REGULAR,USD,Put,2026-01-02,3
78,AAPL260102P00220000,2025-12-29 14:32:27+00:00,220.0,0.01,0.0,0.01,0.0,0.0,2.0,702,0.6718782812500002,False,REGULAR,USD,Put,2026-01-02,3
79,AAPL260102P00225000,2025-12-29 16:38:04+00:00,225.0,0.01,0.0,0.03,0.0,0.0,4.0,263,0.6718782812500002,False,REGULAR,USD,Put,2026-01-02,3
80,AAPL260102P00230000,2025-12-29 16:37:28+00:00,230.0,0.01,0.0,0.01,0.0,0.0,8.0,282,0.5468795312500001,False,REGULAR,USD,Put,2026-01-02,3
81,AAPL260102P00235000,2025-12-29 15:02:32+00:00,235.0,0.01,0.0,0.05,0.0,0.0,5.0,184,0.5625043750000001,False,REGULAR,USD,Put,2026-01-02,3
82,AAPL260102P00237500,2025-12-29 15:01:59+00:00,237.5,0.01,0.0,0.19,0.0,0.0,25.0,9,0.622074091796875,False,REGULAR,USD,Put,2026-01-02,3
83,AAPL260102P00240000,2025-12-29 20:59:06+00:00,240.0,0.01,0.0,0.01,0.0,0.0,1.0,1052,0.445318046875,False,REGULAR,USD,Put,2026-01-02,3
84,AAPL260102P00245000,2025-12-30 19:58:37+00:00,245.0,0.01,0.0,0.01,0.0,0.0,28.0,1010,0.38281867187499996,False,REGULAR,USD,Put,2026-01-02,3
85,AAPL260102P00247500,2025-12-30 20:08:48+00:00,247.5,0.01,0.0,0.01,-0.01,-50.0,118.0,259,0.34766277343749996,False,REGULAR,USD,Put,2026-01-02,3
86,AAPL260102P00250000,2025-12-30 18:49:25+00:00,250.0,0.01,0.0,0.02,-0.01,-50.0,58.0,2340,0.3398503515625,False,REGULAR,USD,Put,2026-01-02,3
87,AAPL260102P00252500,2025-12-30 20:58:18+00:00,252.5,0.02,0.01,0.02,0.0,0.0,67.0,439,0.304694453125,False,REGULAR,USD,Put,2026-01-02,3
88,AAPL260102P00255000,2025-12-30 20:51:51+00:00,255.0,0.01,0.01,0.02,-0.01,-50.0,121.0,2118,0.273444765625,False,REGULAR,USD,Put,2026-01-02,3
89,AAPL260102P00257500,2025-12-30 20:51:24+00:00,257.5,0.02,0.02,0.03,-0.02,-50.0,162.0,2325,0.2500075,False,REGULAR,USD,Put,2026-01-02,3
90,AAPL260102P00260000,2025-12-30 20:54:33+00:00,260.0,0.03,0.02,0.03,-0.03,-50.0,768.0,5421,0.2148516015625,False,REGULAR,USD,Put,2026-01-02,3
91,AAPL260102P00262500,2025-12-30 20:55:19+00:00,262.5,0.04,0.04,0.05,-0.04,-50.0,2248.0,5200,0.1914143359375,False,REGULAR,USD,Put,2026-01-02,3
92,AAPL260102P00265000,2025-12-30 20:59:34+00:00,265.0,0.07,0.07,0.08,-0.07,-50.0,4853.0,8060,0.16602396484375004,False,REGULAR,USD,Put,2026-01-02,3
93,AAPL260102P00267500,2025-12-30 20:59:44+00:00,267.5,0.15,0.15,0.16,-0.120000005,-44.444443,3031.0,5782,0.14405152832031248,False,REGULAR,USD,Put,2026-01-02,3
94,AAPL260102P00270000,2025-12-30 20:59:57+00:00,270.0,0.39,0.39,0.4,-0.15000004,-27.777784,13216.0,8622,0.12769427001953126,False,REGULAR,USD,Put,2026-01-02,3
95,AAPL260102P00272500,2025-12-30 20:59:53+00:00,272.5,1.08,1.04,1.08,-0.110000014,-9.243699,15682.0,7626,0.11853908813476563,False,REGULAR,USD,Put,2026-01-02,3
96,AAPL260102P00275000,2025-12-30 20:59:59+00:00,275.0,2.49,2.42,2.51,0.1400001,5.9574513,4475.0,7554,0.1167080517578125,True,REGULAR,USD,Put,2026-01-02,3
97,AAPL260102P00277500,2025-12-30 20:54:40+00:00,277.5,4.6,4.3,4.75,0.53999996,13.300492,328.0,1778,0.14795773925781253,True,REGULAR,USD,Put,2026-01-02,3
98,AAPL260102P00280000,2025-12-30 19:58:48+00:00,280.0,6.55,6.75,7.15,0.34000015,5.475043,743.0,1692,0.18140467041015623,True,REGULAR,USD,Put,2026-01-02,3
99,AAPL260102P00282500,2025-12-30 20:33:22+00:00,282.5,8.95,9.2,9.7,0.23999977,2.755451,221.0,26,0.2387771435546875,True,REGULAR,USD,Put,2026-01-02,3
100,AAPL260102P00285000,2025-12-30 20:33:22+00:00,285.0,11.45,11.75,12.3,0.34999943,3.153148,391.0,69,0.3064034204101562,True,REGULAR,USD,Put,2026-01-02,3
101,AAPL260102P00287500,2025-12-29 16:49:36+00:00,287.5,14.37,13.15,15.6,0.0,0.0,12.0,2,0.4885305053710938,True,REGULAR,USD,Put,2026-01-02,3
102,AAPL260102P00290000,2025-12-30 20:33:22+00:00,290.0,16.46,16.4,17.45,0.15999985,0.9815942,21300.0,1652,0.4292049267578125,True,REGULAR,USD,Put,2026-01-02,3
103,AAPL260102P00292500,2025-12-29 20:14:13+00:00,292.5,18.53,18.15,20.25,0.0,0.0,120.0,3,0.53320779296875,True,REGULAR,USD,Put,2026-01-02,3
104,AAPL260102P00295000,2025-12-30 19:38:39+00:00,295.0,21.68,21.35,22.5,0.38000107,1.7840426,10000.0,0,0.5283250292968751,True,REGULAR,USD,Put,2026-01-02,3
105,AAPL260102P00297500,2025-12-17 20:05:19+00:00,297.5,23.05,23.15,25.6,0.0,0.0,,0,0.6884796777343751,True,REGULAR,USD,Put,2026-01-02,3
106,AAPL260102P00300000,2025-12-30 20:49:23+00:00,300.0,26.05,26.15,27.75,-0.010000229,-0.038373865,1.0,5,0.6684603466796877,True,REGULAR,USD,Put,2026-01-02,3
107,AAPL260102P00305000,2025-12-29 20:50:06+00:00,305.0,30.28,30.65,33.1,0.0,0.0,1.0,1,0.8244646459960936,True,REGULAR,USD,Put,2026-01-02,3
108,AAPL260102P00310000,2025-12-29 20:50:06+00:00,310.0,35.3,35.75,38.05,0.0,0.0,1.0,0,0.8999033447265624,True,REGULAR,USD,Put,2026-01-02,3
109,AAPL260102P00315000,2025-12-15 15:48:02+00:00,315.0,41.05,40.65,43.1,0.0,0.0,1.0,0,0.9924317163085938,True,REGULAR,USD,Put,2026-01-02,3
110,AAPL260102P00340000,2025-12-26 20:27:40+00:00,340.0,66.1,65.75,68.05,0.0,0.0,2.0,0,1.3525422998046874,True,REGULAR,USD,Put,2026-01-02,3
111,AAPL260102P00345000,2025-11-17 14:40:46+00:00,345.0,76.5,70.65,73.1,0.0,0.0,,0,1.43359658203125,True,REGULAR,USD,Put,2026-01-02,3
112,AAPL260102P00350000,2025-11-18 14:30:00+00:00,350.0,78.84,75.75,78.05,0.0,0.0,,0,1.4868189721679688,True,REGULAR,USD,Put,2026-01-02,3
113,AAPL260102P00360000,2025-12-26 16:19:27+00:00,360.0,85.4,85.75,88.05,0.0,0.0,2.0,0,1.6142597412109376,True,REGULAR,USD,Put,2026-01-02,3
114,AAPL260109C00145000,2025-12-26 19:24:20+00:00,145.0,130.02,126.45,130.15,0.0,0.0,1.0,1,1.60547072265625,True,REGULAR,USD,Call,2026-01-09,10
115,AAPL260109C00150000,2025-12-22 18:38:38+00:00,150.0,121.4,121.55,125.15,0.0,0.0,1.0,5,1.5703146484375,True,REGULAR,USD,Call,2026-01-09,10
116,AAPL260109C00155000,2025-12-19 20:28:51+00:00,155.0,116.07,116.45,120.15,0.0,0.0,5.0,5,1.451174619140625,True,REGULAR,USD,Call,2026-01-09,10
117,AAPL260109C00160000,2025-12-17 15:20:42+00:00,160.0,115.37,111.55,115.15,0.0,0.0,,1,1.4169951025390626,True,REGULAR,USD,Call,2026-01-09,10
118,AAPL260109C00170000,2025-12-30 20:18:40+00:00,170.0,103.44,102.15,104.5,-7.959999,-7.1454206,3.0,1,1.2548865380859375,True,REGULAR,USD,Call,2026-01-09,10
119,AAPL260109C00185000,2025-12-30 18:31:31+00:00,185.0,88.44,87.3,90.2,-1.6399994,-1.8206033,1.0,4,1.2392616162109373,True,REGULAR,USD,Call,2026-01-09,10
120,AAPL260109C00190000,2025-12-30 19:21:44+00:00,190.0,83.68,81.6,85.2,0.13999939,0.16758366,2.0,4,1.0302782861328126,True,REGULAR,USD,Call,2026-01-09,10
121,AAPL260109C00195000,2025-12-23 18:33:19+00:00,195.0,77.21,77.35,80.2,0.0,0.0,3.0,7,1.1025435498046878,True,REGULAR,USD,Call,2026-01-09,10
122,AAPL260109C00200000,2025-12-30 15:46:05+00:00,200.0,72.92,71.6,75.2,-1.1900024,-1.6057245,1.0,75,0.9023447265625,True,REGULAR,USD,Call,2026-01-09,10
123,AAPL260109C00205000,2025-12-30 17:11:23+00:00,205.0,67.75,66.5,70.25,-0.66000366,-0.9647765,1.0,41,0.8291032714843749,True,REGULAR,USD,Call,2026-01-09,10
124,AAPL260109C00210000,2025-12-29 17:34:07+00:00,210.0,63.4,61.6,65.25,0.0,0.0,1.0,11,0.7885763330078125,True,REGULAR,USD,Call,2026-01-09,10
125,AAPL260109C00215000,2025-12-29 18:37:46+00:00,215.0,59.35,56.55,60.25,0.0,0.0,1.0,26,0.7187528125,True,REGULAR,USD,Call,2026-01-09,10
126,AAPL260109C00220000,2025-12-26 20:04:37+00:00,220.0,55.05,52.15,55.25,0.0,0.0,2.0,55,0.7446314599609375,True,REGULAR,USD,Call,2026-01-09,10
127,AAPL260109C00225000,2025-12-30 20:20:46+00:00,225.0,48.61,47.5,49.35,0.020000458,0.041161675,33.0,124,0.6088906298828126,True,REGULAR,USD,Call,2026-01-09,10
128,AAPL260109C00230000,2025-12-30 15:14:41+00:00,230.0,43.17,41.75,44.0,-0.98000336,-2.219713,2.0,39,0.673098972167969,True,REGULAR,USD,Call,2026-01-09,10
129,AAPL260109C00235000,2025-12-30 18:13:22+00:00,235.0,38.45,36.7,40.3,-0.36999893,-0.9531142,12.0,268,0.5112353564453125,True,REGULAR,USD,Call,2026-01-09,10
130,AAPL260109C00240000,2025-12-29 15:57:32+00:00,240.0,33.85,31.8,35.3,0.0,0.0,1.0,263,0.692385888671875,True,REGULAR,USD,Call,2026-01-09,10
131,AAPL260109C00245000,2025-12-30 17:22:37+00:00,245.0,27.75,26.85,30.35,0.42000008,1.5367731,1.0,155,0.6189002954101563,True,REGULAR,USD,Call,2026-01-09,10
132,AAPL260109C00247500,2025-12-30 14:41:08+00:00,247.5,25.95,24.7,27.2,1.4000015,5.702654,1.0,1,0.51758294921875,True,REGULAR,USD,Call,2026-01-09,10
133,AAPL260109C00250000,2025-12-30 19:36:04+00:00,250.0,23.65,23.15,23.75,-0.52000046,-2.1514292,13.0,150,0.37280900634765624,True,REGULAR,USD,Call,2026-01-09,10
134,AAPL260109C00252500,2025-12-30 15:33:09+00:00,252.5,20.3,19.8,22.6,-2.8400002,-12.273121,6.0,4,0.47827670166015623,True,REGULAR,USD,Call,2026-01-09,10
135,AAPL260109C00255000,2025-12-30 20:03:39+00:00,255.0,18.75,18.1,19.45,-0.5799999,-3.000517,21.0,304,0.3820862573242187,True,REGULAR,USD,Call,2026-01-09,10
136,AAPL260109C00257500,2025-12-30 16:39:41+00:00,257.5,15.94,15.1,17.1,-0.7600012,-4.550905,2.0,32,0.3577945080566406,True,REGULAR,USD,Call,2026-01-09,10
137,AAPL260109C00260000,2025-12-30 20:44:07+00:00,260.0,13.8,13.5,13.95,-0.77999973,-5.349792,38.0,241,0.2622144091796875,True,REGULAR,USD,Call,2026-01-09,10
138,AAPL260109C00262500,2025-12-30 20:07:28+00:00,262.5,11.3,11.25,11.5,-0.17999935,-1.5679387,65.0,172,0.2309647216796875,True,REGULAR,USD,Call,2026-01-09,10
139,AAPL260109C00265000,2025-12-30 20:56:34+00:00,265.0,9.18,8.95,9.2,-0.7699995,-7.738689,150.0,783,0.2092364233398437,True,REGULAR,USD,Call,2026-01-09,10
140,AAPL260109C00267500,2025-12-30 20:42:56+00:00,267.5,7.07,6.7,7.05,-0.62999964,-8.181813,226.0,264,0.19178054321289065,True,REGULAR,USD,Call,2026-01-09,10
141,AAPL260109C00270000,2025-12-30 20:59:35+00:00,270.0,5.1,5.05,5.2,-0.71000004,-12.22031,563.0,765,0.18311363769531247,True,REGULAR,USD,Call,2026-01-09,10
142,AAPL260109C00272500,2025-12-30 20:59:39+00:00,272.5,3.5,3.45,3.55,-0.6500001,-15.662652,4877.0,1733,0.17212741943359378,True,REGULAR,USD,Call,2026-01-09,10
143,AAPL260109C00275000,2025-12-30 20:58:54+00:00,275.0,2.22,2.2,2.28,-0.53,-19.272726,8168.0,8622,0.16577982666015628,False,REGULAR,USD,Call,2026-01-09,10
144,AAPL260109C00277500,2025-12-30 20:59:34+00:00,277.5,1.29,1.27,1.36,-0.43000007,-25.000004,1097.0,2888,0.1615074084472656,False,REGULAR,USD,Call,2026-01-09,10
145,AAPL260109C00280000,2025-12-30 20:59:27+00:00,280.0,0.71,0.68,0.7,-0.29000002,-29.000002,4828.0,27945,0.1544274011230469,False,REGULAR,USD,Call,2026-01-09,10
146,AAPL260109C00282500,2025-12-30 20:56:53+00:00,282.5,0.37,0.35,0.37,-0.18,-32.727272,993.0,3341,0.1550377465820313,False,REGULAR,USD,Call,2026-01-09,10
