,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,OptionType,expirationDate,time_to_expiration
445,AAPL240531C00200000,2024-04-12 19:51:26+00:00,200.0,0.72,0.0,0.0,0.0,0.0,946.0,984,0.062509375,False,REGULAR,USD,Call,2024-05-31,45
446,AAPL240531C00205000,2024-04-12 17:40:49+00:00,205.0,0.49,0.0,0.0,0.0,0.0,32.0,23,0.12500875,False,REGULAR,USD,Call,2024-05-31,45
447,AAPL240531C00210000,2024-04-12 16:16:16+00:00,210.0,0.25,0.0,0.0,0.0,0.0,5.0,5,0.12500875,False,REGULAR,USD,Call,2024-05-31,45
448,AAPL240531C00215000,2024-04-12 17:30:29+00:00,215.0,0.24,0.0,0.0,0.0,0.0,3.0,4,0.12500875,False,REGULAR,USD,Call,2024-05-31,45
449,AAPL240531C00230000,2024-04-12 15:40:18+00:00,230.0,0.09,0.0,0.0,0.0,0.0,15.0,15,0.12500875,False,REGULAR,USD,Call,2024-05-31,45
450,AAPL240531P00125000,2024-04-11 17:57:23+00:00,125.0,0.03,0.0,0.0,0.0,0.0,,8,0.2500075,False,REGULAR,USD,Put,2024-05-31,45
451,AAPL240531P00135000,2024-04-12 16:04:54+00:00,135.0,0.2,0.0,0.0,0.0,0.0,4.0,4,0.12500875,False,REGULAR,USD,Put,2024-05-31,45
452,AAPL240531P00140000,2024-04-12 16:45:54+00:00,140.0,0.22,0.0,0.0,0.0,0.0,9.0,8,0.12500875,False,REGULAR,USD,Put,2024-05-31,45
453,AAPL240531P00145000,2024-04-12 19:21:53+00:00,145.0,0.36,0.0,0.0,0.0,0.0,19.0,22,0.12500875,False,REGULAR,USD,Put,2024-05-31,45
454,AAPL240531P00150000,2024-04-12 17:14:51+00:00,150.0,0.57,0.0,0.0,0.0,0.0,6.0,461,0.12500875,False,REGULAR,USD,Put,2024-05-31,45
455,AAPL240531P00155000,2024-04-12 17:18:20+00:00,155.0,0.85,0.0,0.0,0.0,0.0,13.0,33,0.062509375,False,REGULAR,USD,Put,2024-05-31,45
456,AAPL240531P00160000,2024-04-12 19:35:05+00:00,160.0,1.37,0.0,0.0,0.0,0.0,156.0,193,0.062509375,False,REGULAR,USD,Put,2024-05-31,45
457,AAPL240531P00165000,2024-04-12 19:51:29+00:00,165.0,2.16,0.0,0.0,0.0,0.0,56.0,63,0.0312596875,False,REGULAR,USD,Put,2024-05-31,45
458,AAPL240531P00170000,2024-04-12 19:41:10+00:00,170.0,3.6,0.0,0.0,0.0,0.0,138.0,90,0.015634843750000002,False,REGULAR,USD,Put,2024-05-31,45
459,AAPL240531P00175000,2024-04-12 19:35:13+00:00,175.0,5.5,0.0,0.0,0.0,0.0,76.0,39,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-05-31,45
460,AAPL240531P00180000,2024-04-12 19:46:32+00:00,180.0,7.75,0.0,0.0,0.0,0.0,91.0,18,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-05-31,45
461,AAPL240531P00190000,2024-04-12 19:22:12+00:00,190.0,15.1,0.0,0.0,0.0,0.0,10.0,10,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-05-31,45
462,AAPL240531P00195000,2024-04-12 19:22:12+00:00,195.0,19.35,0.0,0.0,0.0,0.0,,10,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-05-31,45
463,AAPL240531P00200000,2024-04-12 17:20:23+00:00,200.0,24.9,0.0,0.0,0.0,0.0,10.0,10,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-05-31,45
464,AAPL240621C00005000,2024-03-21 13:30:10+00:00,5.0,171.95,0.0,0.0,0.0,0.0,6.0,7,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
465,AAPL240621C00010000,2024-02-26 20:49:52+00:00,10.0,171.61,162.8,163.75,0.0,0.0,2.0,2,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
466,AAPL240621C00015000,2024-03-28 13:31:59+00:00,15.0,156.73,0.0,0.0,0.0,0.0,1.0,1,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
467,AAPL240621C00020000,2024-01-05 14:44:06+00:00,20.0,162.22,165.4,167.45,0.0,0.0,2.0,1,6.491212823486329,True,REGULAR,USD,Call,2024-06-21,66
468,AAPL240621C00025000,2024-01-26 15:01:45+00:00,25.0,169.65,157.05,158.65,0.0,0.0,2.0,143,4.631840147705079,True,REGULAR,USD,Call,2024-06-21,66
469,AAPL240621C00030000,2024-03-28 13:31:59+00:00,30.0,141.84,0.0,0.0,0.0,0.0,1.0,459,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
470,AAPL240621C00035000,2024-03-21 13:30:10+00:00,35.0,142.2,0.0,0.0,0.0,0.0,5.0,588,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
471,AAPL240621C00040000,2024-01-25 19:09:23+00:00,40.0,154.2,142.25,143.85,0.0,0.0,470.0,343,3.424561985473633,True,REGULAR,USD,Call,2024-06-21,66
472,AAPL240621C00050000,2024-04-12 14:28:04+00:00,50.0,127.47,0.0,0.0,0.0,0.0,1.0,1046,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
473,AAPL240621C00055000,2024-03-22 19:49:26+00:00,55.0,118.28,0.0,0.0,0.0,0.0,3.0,1031,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
474,AAPL240621C00060000,2024-04-01 14:25:19+00:00,60.0,110.88,0.0,0.0,0.0,0.0,2.0,868,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
475,AAPL240621C00065000,2024-03-22 19:03:59+00:00,65.0,108.7,0.0,0.0,0.0,0.0,100.0,1482,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
476,AAPL240621C00070000,2024-04-12 15:27:11+00:00,70.0,106.79,0.0,0.0,0.0,0.0,1.0,849,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
477,AAPL240621C00075000,2024-04-11 18:26:55+00:00,75.0,100.0,0.0,0.0,0.0,0.0,6.0,1666,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
478,AAPL240621C00080000,2024-04-11 15:56:43+00:00,80.0,90.3,0.0,0.0,0.0,0.0,40.0,847,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
479,AAPL240621C00085000,2024-04-10 18:23:15+00:00,85.0,83.95,0.0,0.0,0.0,0.0,34.0,1002,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
480,AAPL240621C00090000,2024-04-10 18:23:28+00:00,90.0,78.7,0.0,0.0,0.0,0.0,24.0,1210,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
481,AAPL240621C00095000,2024-04-11 14:02:30+00:00,95.0,74.2,0.0,0.0,0.0,0.0,4.0,2024,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
482,AAPL240621C00100000,2024-04-12 19:55:41+00:00,100.0,77.34,0.0,0.0,0.0,0.0,14.0,5805,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
483,AAPL240621C00105000,2024-04-10 16:04:23+00:00,105.0,63.85,0.0,0.0,0.0,0.0,1.0,327,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
484,AAPL240621C00110000,2024-04-12 16:18:49+00:00,110.0,67.0,0.0,0.0,0.0,0.0,50.0,3309,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
485,AAPL240621C00115000,2024-04-12 14:05:34+00:00,115.0,63.35,0.0,0.0,0.0,0.0,1.0,1621,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
486,AAPL240621C00120000,2024-04-12 15:24:35+00:00,120.0,57.4,0.0,0.0,0.0,0.0,2.0,6076,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
487,AAPL240621C00125000,2024-04-12 17:33:29+00:00,125.0,51.5,0.0,0.0,0.0,0.0,1.0,1557,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
488,AAPL240621C00130000,2024-04-12 17:34:31+00:00,130.0,46.86,0.0,0.0,0.0,0.0,60.0,4173,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
489,AAPL240621C00135000,2024-04-12 19:25:43+00:00,135.0,42.6,0.0,0.0,0.0,0.0,2740.0,3816,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
490,AAPL240621C00140000,2024-04-12 15:53:21+00:00,140.0,37.9,0.0,0.0,0.0,0.0,77.0,3260,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
491,AAPL240621C00145000,2024-04-12 14:23:59+00:00,145.0,34.2,0.0,0.0,0.0,0.0,3.0,4020,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
492,AAPL240621C00150000,2024-04-12 19:50:00+00:00,150.0,28.95,0.0,0.0,0.0,0.0,161.0,12140,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
493,AAPL240621C00155000,2024-04-12 19:05:52+00:00,155.0,23.78,0.0,0.0,0.0,0.0,39.0,4458,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
494,AAPL240621C00160000,2024-04-12 19:56:50+00:00,160.0,20.1,0.0,0.0,0.0,0.0,99.0,13475,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
495,AAPL240621C00165000,2024-04-12 19:59:20+00:00,165.0,16.15,0.0,0.0,0.0,0.0,485.0,7125,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
496,AAPL240621C00170000,2024-04-12 19:59:56+00:00,170.0,12.55,0.0,0.0,0.0,0.0,4752.0,21863,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21,66
497,AAPL240621C00175000,2024-04-12 19:59:45+00:00,175.0,9.4,0.0,0.0,0.0,0.0,10799.0,31874,0.00196310546875,False,REGULAR,USD,Call,2024-06-21,66
498,AAPL240621C00180000,2024-04-12 19:59:43+00:00,180.0,6.85,0.0,0.0,0.0,0.0,9827.0,34084,0.015634843750000002,False,REGULAR,USD,Call,2024-06-21,66
499,AAPL240621C00185000,2024-04-12 19:59:52+00:00,185.0,4.82,0.0,0.0,0.0,0.0,2153.0,45171,0.0312596875,False,REGULAR,USD,Call,2024-06-21,66
500,AAPL240621C00190000,2024-04-12 19:58:54+00:00,190.0,3.29,0.0,0.0,0.0,0.0,4944.0,44797,0.062509375,False,REGULAR,USD,Call,2024-06-21,66
501,AAPL240621C00195000,2024-04-12 19:59:50+00:00,195.0,2.21,0.0,0.0,0.0,0.0,2429.0,30585,0.062509375,False,REGULAR,USD,Call,2024-06-21,66
502,AAPL240621C00200000,2024-04-12 19:59:59+00:00,200.0,1.48,0.0,0.0,0.0,0.0,10158.0,60058,0.062509375,False,REGULAR,USD,Call,2024-06-21,66
503,AAPL240621C00205000,2024-04-12 19:59:19+00:00,205.0,0.96,0.0,0.0,0.0,0.0,7144.0,26500,0.062509375,False,REGULAR,USD,Call,2024-06-21,66
504,AAPL240621C00210000,2024-04-12 19:55:43+00:00,210.0,0.65,0.0,0.0,0.0,0.0,1824.0,32057,0.12500875,False,REGULAR,USD,Call,2024-06-21,66
505,AAPL240621C00215000,2024-04-12 19:57:27+00:00,215.0,0.45,0.0,0.0,0.0,0.0,735.0,16819,0.12500875,False,REGULAR,USD,Call,2024-06-21,66
506,AAPL240621C00220000,2024-04-12 19:58:15+00:00,220.0,0.33,0.0,0.0,0.0,0.0,864.0,47090,0.12500875,False,REGULAR,USD,Call,2024-06-21,66
507,AAPL240621C00225000,2024-04-12 19:55:07+00:00,225.0,0.23,0.0,0.0,0.0,0.0,1493.0,32433,0.12500875,False,REGULAR,USD,Call,2024-06-21,66
508,AAPL240621C00230000,2024-04-12 19:31:49+00:00,230.0,0.16,0.0,0.0,0.0,0.0,422.0,18114,0.12500875,False,REGULAR,USD,Call,2024-06-21,66
509,AAPL240621C00235000,2024-04-12 15:19:54+00:00,235.0,0.14,0.0,0.0,0.0,0.0,5.0,9912,0.12500875,False,REGULAR,USD,Call,2024-06-21,66
510,AAPL240621C00240000,2024-04-12 19:35:35+00:00,240.0,0.1,0.0,0.0,0.0,0.0,127.0,8938,0.12500875,False,REGULAR,USD,Call,2024-06-21,66
511,AAPL240621C00245000,2024-04-12 14:34:24+00:00,245.0,0.07,0.0,0.0,0.0,0.0,40.0,6148,0.12500875,False,REGULAR,USD,Call,2024-06-21,66
512,AAPL240621C00250000,2024-04-12 19:45:34+00:00,250.0,0.07,0.0,0.0,0.0,0.0,371.0,9729,0.12500875,False,REGULAR,USD,Call,2024-06-21,66
513,AAPL240621C00255000,2024-04-12 15:25:46+00:00,255.0,0.06,0.0,0.0,0.0,0.0,110.0,4354,0.12500875,False,REGULAR,USD,Call,2024-06-21,66
514,AAPL240621C00260000,2024-04-12 19:55:23+00:00,260.0,0.06,0.0,0.0,0.0,0.0,3.0,3815,0.2500075,False,REGULAR,USD,Call,2024-06-21,66
515,AAPL240621C00265000,2024-04-12 16:14:29+00:00,265.0,0.04,0.0,0.0,0.0,0.0,1.0,1501,0.2500075,False,REGULAR,USD,Call,2024-06-21,66
516,AAPL240621C00270000,2024-04-12 16:39:15+00:00,270.0,0.03,0.0,0.0,0.0,0.0,380.0,2908,0.2500075,False,REGULAR,USD,Call,2024-06-21,66
517,AAPL240621C00275000,2024-04-12 17:34:48+00:00,275.0,0.04,0.0,0.0,0.0,0.0,1.0,1439,0.2500075,False,REGULAR,USD,Call,2024-06-21,66
518,AAPL240621C00280000,2024-04-12 19:26:24+00:00,280.0,0.02,0.0,0.0,0.0,0.0,15.0,2102,0.2500075,False,REGULAR,USD,Call,2024-06-21,66
519,AAPL240621C00285000,2024-03-26 19:57:01+00:00,285.0,0.02,0.0,0.0,0.0,0.0,346.0,1263,0.2500075,False,REGULAR,USD,Call,2024-06-21,66
520,AAPL240621C00290000,2024-04-04 18:11:44+00:00,290.0,0.03,0.0,0.0,0.0,0.0,1.0,4750,0.2500075,False,REGULAR,USD,Call,2024-06-21,66
521,AAPL240621C00300000,2024-04-11 14:34:51+00:00,300.0,0.01,0.0,0.0,0.0,0.0,1.0,8074,0.2500075,False,REGULAR,USD,Call,2024-06-21,66
522,AAPL240621C00310000,2024-03-27 14:44:31+00:00,310.0,0.01,0.0,0.0,0.0,0.0,5.0,1491,0.2500075,False,REGULAR,USD,Call,2024-06-21,66
523,AAPL240621C00320000,2024-04-12 19:53:33+00:00,320.0,0.02,0.0,0.0,0.0,0.0,41.0,14536,0.2500075,False,REGULAR,USD,Call,2024-06-21,66
524,AAPL240621P00020000,2024-04-12 18:52:48+00:00,20.0,0.01,0.0,0.0,0.0,0.0,5.0,17,0.500005,False,REGULAR,USD,Put,2024-06-21,66
525,AAPL240621P00025000,2024-03-12 13:49:16+00:00,25.0,0.01,0.0,0.01,0.0,0.0,,4,1.3750031249999999,False,REGULAR,USD,Put,2024-06-21,66
526,AAPL240621P00030000,2024-02-28 14:32:46+00:00,30.0,0.01,0.0,0.03,0.0,0.0,,7,1.359378203125,False,REGULAR,USD,Put,2024-06-21,66
527,AAPL240621P00035000,2024-02-12 14:30:05+00:00,35.0,0.01,0.0,0.01,0.0,0.0,,1,1.125004375,False,REGULAR,USD,Put,2024-06-21,66
528,AAPL240621P00040000,2024-02-22 16:42:13+00:00,40.0,0.01,0.0,0.06,0.0,0.0,50.0,51,1.2109414453124998,False,REGULAR,USD,Put,2024-06-21,66
529,AAPL240621P00045000,2024-02-14 18:25:14+00:00,45.0,0.01,0.0,0.02,0.0,0.0,100.0,101,1.015629921875,False,REGULAR,USD,Put,2024-06-21,66
530,AAPL240621P00050000,2024-04-08 17:26:29+00:00,50.0,0.01,0.0,0.0,0.0,0.0,1.0,17295,0.500005,False,REGULAR,USD,Put,2024-06-21,66
531,AAPL240621P00055000,2024-03-11 17:21:27+00:00,55.0,0.02,0.0,0.01,0.0,0.0,1800.0,3279,0.8125018749999999,False,REGULAR,USD,Put,2024-06-21,66
532,AAPL240621P00060000,2024-04-05 16:44:28+00:00,60.0,0.02,0.0,0.0,0.0,0.0,1.0,1663,0.500005,False,REGULAR,USD,Put,2024-06-21,66
533,AAPL240621P00065000,2024-04-08 14:57:00+00:00,65.0,0.01,0.0,0.0,0.0,0.0,1.0,393,0.500005,False,REGULAR,USD,Put,2024-06-21,66
534,AAPL240621P00070000,2024-04-08 13:30:00+00:00,70.0,0.01,0.0,0.0,0.0,0.0,1.0,2921,0.500005,False,REGULAR,USD,Put,2024-06-21,66
535,AAPL240621P00075000,2024-04-12 19:07:09+00:00,75.0,0.02,0.0,0.0,0.0,0.0,2.0,1543,0.500005,False,REGULAR,USD,Put,2024-06-21,66
536,AAPL240621P00080000,2024-04-12 19:06:44+00:00,80.0,0.02,0.0,0.0,0.0,0.0,36.0,6867,0.500005,False,REGULAR,USD,Put,2024-06-21,66
537,AAPL240621P00085000,2024-04-12 19:06:10+00:00,85.0,0.03,0.0,0.0,0.0,0.0,10.0,1633,0.2500075,False,REGULAR,USD,Put,2024-06-21,66
538,AAPL240621P00090000,2024-04-12 19:05:40+00:00,90.0,0.03,0.0,0.0,0.0,0.0,10.0,2921,0.2500075,False,REGULAR,USD,Put,2024-06-21,66
539,AAPL240621P00095000,2024-04-11 19:26:29+00:00,95.0,0.03,0.0,0.0,0.0,0.0,13.0,1808,0.2500075,False,REGULAR,USD,Put,2024-06-21,66
540,AAPL240621P00100000,2024-04-12 18:36:12+00:00,100.0,0.04,0.0,0.0,0.0,0.0,34.0,5267,0.2500075,False,REGULAR,USD,Put,2024-06-21,66
541,AAPL240621P00105000,2024-04-12 19:22:32+00:00,105.0,0.05,0.0,0.0,0.0,0.0,30.0,3395,0.2500075,False,REGULAR,USD,Put,2024-06-21,66
542,AAPL240621P00110000,2024-04-12 17:58:10+00:00,110.0,0.07,0.0,0.0,0.0,0.0,1.0,5398,0.2500075,False,REGULAR,USD,Put,2024-06-21,66
543,AAPL240621P00115000,2024-04-12 14:17:17+00:00,115.0,0.09,0.0,0.0,0.0,0.0,121.0,5105,0.2500075,False,REGULAR,USD,Put,2024-06-21,66
544,AAPL240621P00120000,2024-04-12 17:35:13+00:00,120.0,0.12,0.0,0.0,0.0,0.0,57.0,10199,0.12500875,False,REGULAR,USD,Put,2024-06-21,66
545,AAPL240621P00125000,2024-04-12 17:35:13+00:00,125.0,0.15,0.0,0.0,0.0,0.0,6.0,13264,0.12500875,False,REGULAR,USD,Put,2024-06-21,66
546,AAPL240621P00130000,2024-04-12 19:21:33+00:00,130.0,0.22,0.0,0.0,0.0,0.0,31.0,17693,0.12500875,False,REGULAR,USD,Put,2024-06-21,66
547,AAPL240621P00135000,2024-04-12 19:15:56+00:00,135.0,0.29,0.0,0.0,0.0,0.0,414.0,13933,0.12500875,False,REGULAR,USD,Put,2024-06-21,66
548,AAPL240621P00140000,2024-04-12 19:54:27+00:00,140.0,0.41,0.0,0.0,0.0,0.0,152.0,30506,0.12500875,False,REGULAR,USD,Put,2024-06-21,66
549,AAPL240621P00145000,2024-04-12 19:56:38+00:00,145.0,0.58,0.0,0.0,0.0,0.0,184.0,12345,0.12500875,False,REGULAR,USD,Put,2024-06-21,66
550,AAPL240621P00150000,2024-04-12 19:55:31+00:00,150.0,0.88,0.0,0.0,0.0,0.0,542.0,23839,0.062509375,False,REGULAR,USD,Put,2024-06-21,66
551,AAPL240621P00155000,2024-04-12 19:52:12+00:00,155.0,1.3,0.0,0.0,0.0,0.0,599.0,17998,0.062509375,False,REGULAR,USD,Put,2024-06-21,66
552,AAPL240621P00160000,2024-04-12 19:59:19+00:00,160.0,1.99,0.0,0.0,0.0,0.0,858.0,37132,0.062509375,False,REGULAR,USD,Put,2024-06-21,66
553,AAPL240621P00165000,2024-04-12 19:59:45+00:00,165.0,2.98,0.0,0.0,0.0,0.0,1403.0,25558,0.0312596875,False,REGULAR,USD,Put,2024-06-21,66
554,AAPL240621P00170000,2024-04-12 19:57:36+00:00,170.0,4.45,0.0,0.0,0.0,0.0,3780.0,45225,0.015634843750000002,False,REGULAR,USD,Put,2024-06-21,66
555,AAPL240621P00175000,2024-04-12 19:57:54+00:00,175.0,6.25,0.0,0.0,0.0,0.0,10292.0,54414,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21,66
556,AAPL240621P00180000,2024-04-12 19:57:55+00:00,180.0,8.75,0.0,0.0,0.0,0.0,5367.0,53707,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21,66
557,AAPL240621P00185000,2024-04-12 19:36:32+00:00,185.0,12.1,0.0,0.0,0.0,0.0,130.0,15626,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21,66
558,AAPL240621P00190000,2024-04-12 19:45:08+00:00,190.0,15.55,0.0,0.0,0.0,0.0,1431.0,20643,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21,66
559,AAPL240621P00195000,2024-04-12 19:58:24+00:00,195.0,19.39,0.0,0.0,0.0,0.0,65.0,6866,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21,66
560,AAPL240621P00200000,2024-04-12 16:13:34+00:00,200.0,24.25,0.0,0.0,0.0,0.0,594.0,3061,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21,66
561,AAPL240621P00205000,2024-04-12 13:54:30+00:00,205.0,27.18,0.0,0.0,0.0,0.0,14.0,311,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21,66
562,AAPL240621P00210000,2024-04-12 19:53:17+00:00,210.0,33.5,0.0,0.0,0.0,0.0,2320.0,712,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21,66
563,AAPL240621P00215000,2024-04-12 19:49:04+00:00,215.0,38.75,0.0,0.0,0.0,0.0,930.0,236,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21,66
564,AAPL240621P00220000,2024-04-12 15:09:39+00:00,220.0,44.43,0.0,0.0,0.0,0.0,4.0,7,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21,66
565,AAPL240621P00225000,2024-04-03 19:49:40+00:00,225.0,54.89,0.0,0.0,0.0,0.0,4.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21,66
566,AAPL240621P00230000,2024-03-20 13:32:02+00:00,230.0,54.35,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21,66
567,AAPL240621P00235000,2023-11-24 17:37:37+00:00,235.0,45.5,40.95,42.0,0.0,0.0,6.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21,66
568,AAPL240621P00240000,2024-04-05 17:02:30+00:00,240.0,69.76,0.0,0.0,0.0,0.0,1.0,2,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21,66
569,AAPL240621P00245000,2024-04-03 19:49:40+00:00,245.0,74.96,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21,66
570,AAPL240621P00250000,2024-04-05 17:02:45+00:00,250.0,79.76,0.0,0.0,0.0,0.0,1.0,1,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21,66
571,AAPL240621P00255000,2024-04-03 19:49:42+00:00,255.0,84.9,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21,66
572,AAPL240621P00260000,2023-08-22 13:36:15+00:00,260.0,83.38,84.7,87.5,0.0,0.0,1.0,0,0.6313513427734375,True,REGULAR,USD,Put,2024-06-21,66
573,AAPL240621P00265000,2023-08-21 13:31:04+00:00,265.0,90.0,86.95,88.45,0.0,0.0,8.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21,66
574,AAPL240621P00270000,2024-04-12 15:10:07+00:00,270.0,94.45,0.0,0.0,0.0,0.0,5.0,5,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21,66
575,AAPL240621P00275000,2024-04-02 19:44:57+00:00,275.0,105.93,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21,66
576,AAPL240621P00280000,2022-11-09 16:04:39+00:00,280.0,143.1,133.75,137.6,0.0,0.0,3.0,0,1.8898931286621092,True,REGULAR,USD,Put,2024-06-21,66
577,AAPL240621P00290000,2024-02-14 20:47:15+00:00,290.0,106.0,115.65,120.0,0.0,0.0,1.0,0,0.7807639111328125,True,REGULAR,USD,Put,2024-06-21,66
578,AAPL240621P00300000,2024-04-05 19:17:25+00:00,300.0,130.4,0.0,0.0,0.0,0.0,1.0,1,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21,66
579,AAPL240621P00310000,2024-04-03 19:49:43+00:00,310.0,139.89,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21,66
580,AAPL240621P00320000,2023-08-21 13:54:02+00:00,320.0,145.28,141.6,143.05,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21,66
581,AAPL240719C00005000,2024-04-02 13:48:50+00:00,5.0,164.0,0.0,0.0,0.0,0.0,1.0,3,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-07-19,94
582,AAPL240719C00010000,2024-02-29 16:49:00+00:00,10.0,169.81,160.35,162.6,0.0,0.0,,2,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-07-19,94
583,AAPL240719C00025000,2024-02-29 16:49:00+00:00,25.0,155.0,145.0,148.6,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-07-19,94
584,AAPL240719C00035000,2024-04-02 13:48:50+00:00,35.0,134.37,0.0,0.0,0.0,0.0,1.0,4,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-07-19,94
585,AAPL240719C00050000,2024-04-11 17:22:33+00:00,50.0,122.5,0.0,0.0,0.0,0.0,1.0,1,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-07-19,94
586,AAPL240719C00085000,2024-03-25 13:30:00+00:00,85.0,87.1,0.0,0.0,0.0,0.0,10.0,17,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-07-19,94
587,AAPL240719C00090000,2024-04-12 16:45:34+00:00,90.0,86.32,0.0,0.0,0.0,0.0,12.0,331,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-07-19,94
588,AAPL240719C00095000,2024-03-21 16:52:15+00:00,95.0,78.58,0.0,0.0,0.0,0.0,1.0,25,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-07-19,94
589,AAPL240719C00100000,2024-04-12 19:17:07+00:00,100.0,77.13,0.0,0.0,0.0,0.0,7.0,185,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-07-19,94
590,AAPL240719C00105000,2024-04-04 18:10:08+00:00,105.0,66.79,0.0,0.0,0.0,0.0,1.0,1,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-07-19,94
591,AAPL240719C00110000,2024-04-09 13:31:32+00:00,110.0,60.45,0.0,0.0,0.0,0.0,5.0,26,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-07-19,94
592,AAPL240719C00115000,2024-04-08 13:43:25+00:00,115.0,55.38,0.0,0.0,0.0,0.0,3.0,2595,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-07-19,94
593,AAPL240719C00120000,2024-04-12 14:51:58+00:00,120.0,58.0,0.0,0.0,0.0,0.0,4.0,33,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-07-19,94
594,AAPL240719C00125000,2024-04-11 19:33:30+00:00,125.0,51.95,0.0,0.0,0.0,0.0,1.0,503,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-07-19,94
